Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);LOI(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);P(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM);;;;CR(PPM);;;;MN(PPM);CO(PPM);NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM);GA(PPM);GE(PPM);AS(PPM);SE(PPM);BR(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM): altern. values or methods;;;;W(PPM);RE(PPT);OS(PPT);IR(PPB);AU(PPB);TL(PPM);PB(PPM);PB206(PPM);BI(PPM);RA(PPT);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;YB176_HF177;PB206_U238;PB207_U235;PB208_TH232;RA226_TH230_ACT;TH230_TH232_ACT;TH232_U238;U238_TH230_ACT;U238_TH232_ACT;D7LI(PER MIL);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D29SI(VS NBS28);D30SI(VS NBS28);D41K(VS SRM3141A);D49TI(VS OL-TI);D65CU(VS NBS-976);D66ZN(VS JMC-LYON);D68ZN(VS JMC-LYON);D98_95MO(VS NIST3134);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);WOLLASTONITE(MOL%);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
2005;[15752] DREHER S. T. (2005);samp. 357440;;LUZON ARC / LUZON ARC / MINDANAO;NORTHERN MINDANAO;8.9;125.4;9.3;125.6;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;60.37;;;;;;;;;2.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;NOT;;;;;;;;;;;;;;875;NOT;;;11.2;NOT;;;;;;;;;;;;;;;;;;;;;;12;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;8.2;;;;;;;;;;;;;;;;;;;;;;;;;0.2197;19.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[15752] DREHER S. T. (2005);samp. 357446;;LUZON ARC / LUZON ARC / MINDANAO;NORTHERN MINDANAO;8.9;125.4;9.3;125.6;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;59.34;;;;;;;;;5.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;NOT;;;;;;;;;;;;;;887;NOT;;;9.6;NOT;;;;;;;;;;;;;;;;;;;;;;14;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137;16;;;;;;;;;;;;;;;;;;;;;;;;;0.1418;41.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[15752] DREHER S. T. (2005);samp. 357450;;LUZON ARC / LUZON ARC / MINDANAO;NORTHERN MINDANAO;8.9;125.4;9.3;125.6;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;63.32;;;;;;;;;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;NOT;;;;;;;;;;;;;;907;NOT;;;8.6;NOT;;;;;;;;;;;;;;;;;;;;;;12;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;149;6.3;;;;;;;;;;;;;;;;;;;;;;;;;0.1613;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[15752] DREHER S. T. (2005);samp. 357461;;LUZON ARC / LUZON ARC / MINDANAO;NORTHERN MINDANAO;8.9;125.4;9.3;125.6;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;58.02;;;;;;;;;5.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124;NOT;;;;;;;;;;;;;;969;NOT;;;11.3;NOT;;;;;;;;;;;;;;;;;;;;;;15;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;71;;;;;;;;;;;;;;;;;;;;;;;;;0.1357;1.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[15752] DREHER S. T. (2005);samp. 357461;;LUZON ARC / LUZON ARC / MINDANAO;NORTHERN MINDANAO;8.9;125.4;9.3;125.6;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;40;;;;;;;;;;;;;;;;;;;;;;;;;0.1394;7.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[15752] DREHER S. T. (2005);samp. 357461;;LUZON ARC / LUZON ARC / MINDANAO;NORTHERN MINDANAO;8.9;125.4;9.3;125.6;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;0.1395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[15962] WANG YANG (2012);samp. 407-1;;CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE / XINGLONGGOU FORMATION;TAIJI SIKENG HILL, BEIPIAO AREA, WESTERN LIAONING PROVINCE;41.78;120.75;41.78;120.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;MESOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.65;0.6;15.07;;;2.12;;2.09;5.09;3.61;0.07;;1.6;ICPAES;;;3.42;0.2;;;;;;;2.81;;4.09;;;;;;;;10.13;;80.9;ICPMS;;;149.7;ICPMS;;;;15.91;85.72;ICPMS;;;;;18.47;;;;;38.32;ICPMS;;;742;ICPMS;;;11.7;ICPMS;;;165;ICPMS;;;7.33;ICPMS;;;;;;;;;33.28;791;ICPMS;;;27.7;ICPMS;;;51.8;ICPMS;;;6.1;21.7;ICPMS;;;3.98;ICPMS;;;0.97;3.26;0.51;2.31;0.46;1.24;0.2;1.13;0.17;4.6;0.62;ICPMS;;;;;;;;;22.74;;;;11.53;ICPMS;;;3.5;0.512427;;;;;0.705977;;;18.412;15.534;;38.388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[15962] WANG YANG (2012);samp. BX-1;;CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE / XINGLONGGOU FORMATION;TAIJI SIKENG HILL, BEIPIAO AREA, WESTERN LIAONING PROVINCE;41.78;120.75;41.78;120.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;MESOZOIC;;;;WHOLE ROCK;;;;;;;;;;;60.11;0.62;15.09;;;4.56;;;5.99;4.01;0.11;;0.92;ICPAES;;;2.91;0.19;;;;;;;5.74;;6.68;;;;;;;;9.04;;92;ICPMS;;;129;ICPMS;;;;14.7;86.4;ICPMS;;;;;19.4;;;;;14.43;ICPMS;;;835;ICPMS;;;10.38;ICPMS;;;171;ICPMS;;;6.08;ICPMS;;;;;;;;;5.84;711;ICPMS;;;27.1;ICPMS;;;49.8;ICPMS;;;5.79;21.5;ICPMS;;;3.68;ICPMS;;;1.07;2.91;0.36;2.22;0.44;1.22;0.17;1.02;0.15;4.68;0.54;ICPMS;;;;;;;;;26.3;;;;12.63;ICPMS;;;3.4;0.512456;;;;;0.705472;;;18.493;15.596;;38.615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[15962] WANG YANG (2012);samp. B-001;;CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE / XINGLONGGOU FORMATION;TAIJI SIKENG HILL, BEIPIAO AREA, WESTERN LIAONING PROVINCE;41.78;120.75;41.78;120.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;MESOZOIC;;;;WHOLE ROCK;;;;;;;;;;;62.21;0.58;15.25;;;1.38;;2.74;5.55;3.54;0.1;;1.05;ICPAES;;;3.81;0.18;;;;;;;3.6;;6.3;;;;;;;;7.62;;84.42;ICPMS;;;121.9;ICPMS;;;;15.7;81.46;ICPMS;;;;;20.57;;;;;24;ICPMS;;;726;ICPMS;;;11.95;ICPMS;;;154;ICPMS;;;8.14;ICPMS;;;;;;;;;27.51;793;ICPMS;;;26.7;ICPMS;;;53.3;ICPMS;;;5.98;22.7;ICPMS;;;4.04;ICPMS;;;1.13;3.32;0.48;2.47;0.45;1.26;0.19;1.24;0.18;4.07;0.57;ICPMS;;;;;;;;;20.6;;;;10.11;ICPMS;;;3.45;0.512459;;;;;0.706073;;;18.425;15.558;;38.445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[15962] WANG YANG (2012);samp. B-005;;CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / LIAONING PROVINCE / XINGLONGGOU FORMATION;TAIJI SIKENG HILL, BEIPIAO AREA, WESTERN LIAONING PROVINCE;41.78;120.75;41.78;120.75;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;MESOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63;0.57;14.99;;;1.46;;2.74;5.23;3.39;0.09;;1.29;ICPAES;;;3.78;0.18;;;;;;;2.81;;5.7;;;;;;;;7.9;;79.47;ICPMS;;;125.8;ICPMS;;;;17;87.19;ICPMS;;;;;21.12;;;;;31.8;ICPMS;;;730;ICPMS;;;11.76;ICPMS;;;171;ICPMS;;;8.14;ICPMS;;;;;;;;;33.13;754;ICPMS;;;25.3;ICPMS;;;52.6;ICPMS;;;5.92;22.7;ICPMS;;;3.91;ICPMS;;;1.09;3.23;0.47;2.39;0.43;1.19;0.19;1.21;0.19;4.47;0.59;ICPMS;;;;;;;;;23.1;;;;10.58;ICPMS;;;3.5;0.512449;;;;;0.705614;;;18.434;15.562;;38.455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. LYB19-2;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;63.86;0.67;16.03;;4.22;;;1.11;3.17;2.06;0.06;;2.54;XRF;;;4.33;0.19;;;;;;;2.7;;;;;;;;;;;;71.46;ICPMS;;;29.73;ICPMS;;;;10.98;18.83;ICPMS;;;6.15;47.04;19.42;;;;;38.37;ICPMS;67.4;TIMS_ID;494.39;ICPMS;604.9;TIMS_ID;8.68;ICPMS;;;133.83;ICPMS;;;9.75;ICPMS;;;;;;;;;4.1;623.7;ICPMS;;;22.63;ICPMS;;;47.4;ICPMS;;;5.32;19.27;ICPMS;21.2;TIMS_ID;3.5;ICPMS;3.62;TIMS_ID;0.9;2.66;0.34;1.67;0.3;0.79;0.13;0.83;0.13;3.84;0.78;ICPMS;;;;;;;;;14.8;;;;9.16;ICPMS;;;2.66;0.512337;;;;0.1034;0.708292;;0.3225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. LYB19-5;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;65.19;0.58;15.84;;3.73;;;1.57;3.58;2.02;0.06;;2.52;XRF;;;4.3;0.19;;;;;;;1.75;;;;;;;;;;;;72.15;ICPMS;;;27.93;ICPMS;;;;10.48;16.19;ICPMS;;;5.35;44.41;19.77;;;;;41;ICPMS;;;660.53;ICPMS;;;9.8;ICPMS;;;140.03;ICPMS;;;8.94;ICPMS;;;;;;;;;4.42;728.19;ICPMS;;;22.66;ICPMS;;;46.29;ICPMS;;;5.34;19.33;ICPMS;;;3.47;ICPMS;;;0.97;2.82;0.36;1.86;0.33;0.89;0.14;0.93;0.14;3.98;0.69;ICPMS;;;;;;;;;17.66;;;;5.21;ICPMS;;;2.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 08L01;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;66.06;0.39;15.84;;2.83;;;1.7;2.71;1.59;0.04;;2.15;XRF;;;4.98;0.17;;;;;;;2.83;;;;;;;;;;;;47;ICPMS;;;133;ICPMS;;;;6.91;13.4;ICPMS;;;29.9;59.5;18.3;;;;;64.9;ICPMS;60.2;TIMS_ID;403;ICPMS;370;TIMS_ID;7.75;ICPMS;;;194;ICPMS;;;3.46;ICPMS;;;;;;;;;1.96;247;ICPMS;;;19;ICPMS;;;36.3;ICPMS;;;4.31;15.9;ICPMS;15.1;TIMS_ID;2.88;ICPMS;2.38;TIMS_ID;0.85;2.51;0.3;1.52;0.27;0.82;0.1;0.7;0.1;4.86;0.26;ICPMS;;;;;;;;;7.76;;;;4.05;ICPMS;;;1.16;0.512535;;;;0.0952;0.70879;;0.4708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 08L02;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;65.75;0.41;15.38;;2.76;;;1.6;2.97;1.54;0.04;;1.86;XRF;;;5.32;0.17;;;;;;;3.42;;;;;;;;;;;;49.1;ICPMS;;;34.8;ICPMS;;;;7.58;22.2;ICPMS;;;35.9;53.7;17.2;;;;;61.5;ICPMS;;;359;ICPMS;;;6.69;ICPMS;;;180;ICPMS;;;3.22;ICPMS;;;;;;;;;1.84;208;ICPMS;;;16.8;ICPMS;;;33.4;ICPMS;;;3.97;14.6;ICPMS;;;2.62;ICPMS;;;0.76;2.09;0.27;1.3;0.24;0.66;0.09;0.52;0.08;4.43;0.23;ICPMS;;;;;;;;;9.22;;;;3.8;ICPMS;;;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 08L04;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;66.29;0.39;15.67;;2.55;;;1.7;2.88;1.31;0.03;;1.93;XRF;;;5.33;0.18;;;;;;;3.05;;;;;;;;;;;;41.2;ICPMS;;;33.9;ICPMS;;;;6.03;21.1;ICPMS;;;25.7;57.2;19.4;;;;;68.6;ICPMS;;;466;ICPMS;;;7.31;ICPMS;;;245;ICPMS;;;3.53;ICPMS;;;;;;;;;2;214;ICPMS;;;14.9;ICPMS;;;28.3;ICPMS;;;3.41;12.4;ICPMS;;;2.36;ICPMS;;;0.76;2.11;0.27;1.28;0.24;0.7;0.1;0.62;0.09;5.57;0.25;ICPMS;;;;;;;;;8.48;;;;3.83;ICPMS;;;1.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. LYB03-2;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;66.96;0.42;16.35;;2.32;;;;2.25;1.19;0.03;;2.05;XRF;;;5.3;0.15;;;;;;;2.71;;;;;;;;;;;;;;;;20.21;ICPMS;;;;5.6;11.11;ICPMS;;;20.58;41.65;18.68;;;;;48.85;ICPMS;;;339.01;ICPMS;;;6.66;ICPMS;;;131.27;ICPMS;;;4.23;ICPMS;;;;;;;;;2.24;210.47;ICPMS;;;17.89;ICPMS;;;35.74;ICPMS;;;4.39;15.81;ICPMS;;;2.97;ICPMS;;;0.75;2.14;0.28;1.34;0.23;0.63;0.1;0.68;0.1;3.39;0.33;ICPMS;;;;;;;;;6.27;;;;4.17;ICPMS;;;1.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. LYB03-7;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;66.7;0.43;16.3;;2.31;;;;2.23;1.23;0.03;;1.94;XRF;;;5.69;0.15;;;;;;;2.73;;;;;;;;;;;;;;;;16.73;ICPMS;;;;5.68;11.12;ICPMS;;;16.83;40.67;18.48;;;;;39.29;ICPMS;;;401.54;ICPMS;;;6.64;ICPMS;;;128.41;ICPMS;;;4.2;ICPMS;;;;;;;;;2.06;201.99;ICPMS;;;17.01;ICPMS;;;30.87;ICPMS;;;4.16;15;ICPMS;;;2.82;ICPMS;;;0.72;2.07;0.27;1.31;0.23;0.63;0.1;0.66;0.1;3.37;0.33;ICPMS;;;;;;;;;7.43;;;;4.01;ICPMS;;;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 08L06;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;67.05;0.4;15.06;;2.83;;;1.9;3.4;1.82;0.04;;1.5;XRF;;;5.46;0.16;;;;;;;1.89;;;;;;;;;;;;47.6;ICPMS;;;49;ICPMS;;;;7.97;36.7;ICPMS;;;38.7;55.2;19.3;;;;;41.6;ICPMS;38.2;TIMS_ID;494;ICPMS;458;TIMS_ID;8.64;ICPMS;;;233;ICPMS;;;4;ICPMS;;;;;;;;;1.44;271;ICPMS;;;20.3;ICPMS;;;38.6;ICPMS;;;4.48;16.3;ICPMS;15.8;TIMS_ID;2.89;ICPMS;2.44;TIMS_ID;0.87;2.48;0.32;1.61;0.31;0.95;0.13;0.8;0.12;5.55;0.27;ICPMS;;;;;;;;;10.1;;;;5.38;ICPMS;;;1.24;0.512578;;;;0.0932;0.707266;;0.2414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 08L09;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;65.65;0.47;15.42;;3.05;;;2.25;3.01;1.97;0.04;;1.98;XRF;;;5.62;0.21;;;;;;;2.17;;;;;;;;;;;;43.6;ICPMS;;;48.1;ICPMS;;;;7.64;34;ICPMS;;;24.7;54.8;19.2;;;;;78.6;ICPMS;;;422;ICPMS;;;7.45;ICPMS;;;382;ICPMS;;;3.3;ICPMS;;;;;;;;;1.58;261;ICPMS;;;19.4;ICPMS;;;36.8;ICPMS;;;4.24;16.2;ICPMS;;;2.79;ICPMS;;;0.91;2.48;0.3;1.4;0.26;0.72;0.1;0.6;0.1;7.83;0.21;ICPMS;;;;;;;;;8.23;;;;3.75;ICPMS;;;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 08L14;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;66.48;0.44;15.65;;2.95;;;1.9;2.56;1.57;0.04;;1.91;XRF;;;5.96;0.18;;;;;;;1.91;;;;;;;;;;;;50.4;ICPMS;;;51;ICPMS;;;;8.4;34.4;ICPMS;;;19.6;46.6;19.5;;;;;52.4;ICPMS;49.3;TIMS_ID;358;ICPMS;334;TIMS_ID;6.91;ICPMS;;;155;ICPMS;;;3.84;ICPMS;;;;;;;;;1.95;328;ICPMS;;;21.1;ICPMS;;;39.7;ICPMS;;;4.46;16.8;ICPMS;15.8;TIMS_ID;2.93;ICPMS;2.39;TIMS_ID;0.95;2.43;0.3;1.4;0.25;0.74;0.09;0.55;0.08;4.41;0.28;ICPMS;;;;;;;;;9.6;;;;5.56;ICPMS;;;0.98;0.512499;;;;0.0916;0.708107;;0.4278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 08L15;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;66.08;0.42;15.63;;3.02;;;2.1;3.25;1.55;0.04;;1.79;XRF;;;5.74;0.17;;;;;;;1.94;;;;;;;;;;;;39.8;ICPMS;;;53.5;ICPMS;;;;7.66;35.4;ICPMS;;;15.3;43.8;17.6;;;;;41.3;ICPMS;;;355;ICPMS;;;6.02;ICPMS;;;166;ICPMS;;;3.67;ICPMS;;;;;;;;;1.65;286;ICPMS;;;19.4;ICPMS;;;35;ICPMS;;;4.11;15.3;ICPMS;;;2.61;ICPMS;;;0.85;2.12;0.26;1.2;0.22;0.65;0.08;0.5;0.07;4.4;0.26;ICPMS;;;;;;;;;8.37;;;;4.62;ICPMS;;;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;[16285] MAO QIOGUI (2012);samp. 06LY03-1;;CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE;LIUYUAN AREA, SOUTHERN BEISHAN AREA;41.1;95.5;41.1;95.5;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;;;;PALEOZOIC;;;;WHOLE ROCK;;;;;;;;;;;66.12;0.47;16.51;;2.53;;;;2.87;1.7;0.03;;1.99;XRF;;;5.13;0.15;;;;;;;2.08;;;;;;;;;;;;;;;;25.71;ICPMS;;;;6.68;19.53;ICPMS;;;6.92;46.96;16.89;;;;;69.67;ICPMS;;;324.47;ICPMS;;;7.66;ICPMS;;;143.17;ICPMS;;;4.93;ICPMS;;;;;;;;;1.6;274.32;ICPMS;;;17.67;ICPMS;;;38.46;ICPMS;;;4.08;14.08;ICPMS;;;2.58;ICPMS;;;0.67;2.35;0.26;1.47;0.28;0.79;0.13;0.77;0.11;3.88;0.58;ICPMS;;;;;;;;;8.98;;;;6.09;ICPMS;;;1.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
