Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);LOI(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);P(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM);;;;CR(PPM);;;;MN(PPM);CO(PPM);NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM);GA(PPM);GE(PPM);AS(PPM);SE(PPM);BR(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM): altern. values or methods;;;;W(PPM);RE(PPT);OS(PPT);IR(PPB);AU(PPB);TL(PPM);PB(PPM);PB206(PPM);BI(PPM);RA(PPT);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;YB176_HF177;PB206_U238;PB207_U235;PB208_TH232;RA226_TH230_ACT;TH230_TH232_ACT;TH232_U238;U238_TH230_ACT;U238_TH232_ACT;D7LI(PER MIL);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D29SI(VS NBS28);D30SI(VS NBS28);D41K(VS SRM3141A);D49TI(VS OL-TI);D65CU(VS NBS-976);D66ZN(VS JMC-LYON);D68ZN(VS JMC-LYON);D98_95MO(VS NIST3134);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);WOLLASTONITE(MOL%);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01B;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.31;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01C;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.28;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01D;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.09;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01E;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.84;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01F;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.19;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01G;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.92;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01H;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.02;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01I;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.48;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01J;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.6;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-01K;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.66;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02A;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.3;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02B;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.56;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02C;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.9;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02D;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.12;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02E;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.51;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02F;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.77;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02G;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.45;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02H;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.8;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02I;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.5;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02J;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.7;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4016-02K;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.3;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4018-01A;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.46;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4018-01B;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.56;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4018-01C;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.96;AR-AR;;;;;;;
2008;[12247] WANG QIANG(2008)  [GeoReM [4035] ];samp. 5137-1;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET / DUOGECUOREN ADAKITES;DONGYUEHUNAN, CENTRAL-WESTERN QIANGTANG BLOCK;34;88;35;90;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;ADAKITE;;METALUMINOUS;;;EOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ZIRCON;4018-01D;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.66;AR-AR;;;;;;;
