Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);NIO(WT%);K2O(WT%);;;;;;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);LOI(WT%);K(WT%);;;;HE(CCMSTP/G);BE(PPM);F(PPM);;;;NE22(CCMSTP/G);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;SC(PPM): altern. values or methods;;;;V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM);MO(PPM);CD(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM);PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPT): altern. values or methods;;;;AU(PPB);TL(PPM);PB(PPM);BI(PPM);TH(PPM);U(PPM);ND143_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204;PB207_PB204;PB208_PB204;PB208_PB206;HE3_HE4(R/R(A));AR38_AR36;AR40_AR36;KR78_KR84;KR80_KR84;KR82_KR84;KR83_KR84;KR86_KR84;XE124_XE132;XE126_XE132;XE128_XE132;XE129_XE132;XE130_XE132;XE131_XE132;XE134_XE132;XE136_XE132;TH230_TH232_ACT;U238_TH232_ACT;D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);DD(VS VSMOW);ALBITE(MOL%);ANORTHITE(MOL%);FORSTERITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);ULVOSPINEL(MOL%);AGE(KA);AGE(MA);
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-85;272761;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.462;-158.154;21.462;-158.154;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;60.15;1.33;14.45;;;;;6.32;;5.88;5.97;0.12;;;2.65;XRF;;;;;;;3.49;0.2;;;;;;2.02;;;;;;;;;;;;;;;;;;;13;XRF;;;131;XRF;;;195;XRF;;;;53;XRF;;;231;XRF;;;37;XRF;;;163;XRF;;;;;;83;XRF;;;285;XRF;;;58;XRF;;;128;XRF;;;47;;;;;;;108;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-110A;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;57.65;1.66;14.37;;;;;7.19;;7.31;5.66;0.12;;;1.98;XRF;;;;;;;2.45;0.24;;;;;;2.43;;;;;;;;;;;;;;;;;;;18;XRF;;;188;XRF;;;294;XRF;;;;44;XRF;;;213;XRF;;;44;XRF;;;130;XRF;;;;;;62;XRF;;;365;XRF;;;46;XRF;;;154;XRF;;;34;;;;;;;259;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-110E;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;61.4;0.97;14.43;;;;;5.5;;5.51;5.3;0.11;;;2.65;XRF;;;;;;;2.63;0.11;;;;;;2.52;;;;;;;;;;;;;;;;;;;15;XRF;;;123;XRF;;;181;XRF;;;;49;XRF;;;161;XRF;;;36;XRF;;;168;XRF;;;;;;89;XRF;;;246;XRF;;;53;XRF;;;113;XRF;;;47;;;;;;;101;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-111;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;60.04;1.36;14.3;;;;;6.13;;5.71;6.06;0.11;;;2.75;XRF;;;;;;;3;0.14;;;;;;2.19;;;;;;;;;;;;;;;;;;;14;XRF;;;139;XRF;;;235;XRF;;;;61;XRF;;;198;XRF;;;37;XRF;;;160;XRF;;;;;;80;XRF;;;280;XRF;;;52;XRF;;;125;XRF;;;45;;;;;;;99;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-112;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;59.96;1.39;14.4;;;;;6.28;;5.94;5.68;0.12;;;2.69;XRF;;;;;;;3.06;0.15;;;;;;2.02;;;;;;;;;;;;;;;;;;;14;XRF;;;141;XRF;;;209;XRF;;;;44;XRF;30;ICPMS;189;XRF;;;38;XRF;;;166;XRF;;;;;;82;XRF;83;ICPMS;286;XRF;293;ICPMS;52;XRF;53;ICPMS;130;XRF;;;46;;;;;;0.9;110;XRF;107;ICPMS;7.29;ICPMS;;;22;3.2;13.2;ICPMS;;;5.4;ICPMS;;;1.6;8.3;1.39;8.5;1.31;2.9;0.36;1.6;0.23;4.1;2.5;;;;;;;;12.47;;2.2;1.88;0.512927;;0.70365;;17.793;15.431;37.74;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-114;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;52.97;2.94;16.07;;;;;9.31;;9.5;4.46;0.12;;;0.72;XRF;;;;;;;2.72;0.4;;;;;;3.28;;;;;;;;;;;;;;;;;;;26;XRF;;;309;XRF;;;156;XRF;;;;49;XRF;;;100;XRF;;;69;XRF;;;113;XRF;;;;;;24;XRF;;;507;XRF;;;45;XRF;;;213;XRF;;;28;;;;;;;178;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-214;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.455;-158.112;21.455;-158.112;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;60.36;1.2;14.93;;;;;6.09;;6.19;5.25;0.11;;;2.58;XRF;;;;;;;3.09;0.14;;;;;;0.93;;;;;;;;;;;;;;;;;;;15;XRF;;;148;XRF;;;164;XRF;;;;57;XRF;;;143;XRF;;;;;;;160;XRF;;;;;;79;XRF;;;293;XRF;;;50;XRF;;;119;XRF;;;46;;;;;;;94;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-90;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.434;-158.112;21.434;-158.112;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;56.06;1.85;14.49;;;;;7.26;;7.4;5.02;0.12;;;1.71;XRF;;;;;;;3.6;0.3;;;;;;1.92;;;;;;;;;;;;;;;;;;;13;XRF;;;166;XRF;;;128;XRF;;;;43;XRF;;;123;XRF;;;54;XRF;;;129;XRF;;;;;;54;XRF;;;457;XRF;;;43;XRF;;;173;XRF;;;41;;;;;;;172;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-12;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.464;-158.122;21.464;-158.122;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; LAVA";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;51.74;2.69;15.48;;;;;10.09;;10.65;5.66;0.15;;;0.63;XRF;;;;;;;2.93;0.5;;;;;;0.84;;;;;;;;;;;;;;;;;;;24;XRF;;;248;XRF;;;139;XRF;;;;42;XRF;;;89;XRF;;;100;XRF;;;99;XRF;;;;;;12;XRF;;;538;XRF;;;27;XRF;;;171;XRF;;;17;;;;;;;161;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-18G;272770;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.469;-158.146;21.469;-158.146;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;62.11;1.25;14.48;;;;;5.55;;5.67;4.97;0.12;;;2.95;XRF;;;;;;;3.65;0.26;;;;;;1.55;;;;;;;;;;;;;;;;;;;13;XRF;;;129;XRF;;;159;XRF;;;;38;XRF;;;179;XRF;;;36;XRF;;;172;XRF;;;;;;90;XRF;;;270;XRF;;;57;XRF;;;133;XRF;;;50;;;;;;;100;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-46;272771;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.46;-158.11;21.46;-158.11;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;60.1;1.56;15.18;;;;;6.72;;5.9;5.02;0.12;;;2.4;XRF;;;;;;;3.7;0.34;;;;;;1.79;;;;;;;;;;;;;;;;;;;12;XRF;;;145;XRF;;;116;XRF;;;;32;XRF;;;139;XRF;;;39;XRF;;;148;XRF;;;;;;70;XRF;;;339;XRF;;;78;XRF;;;157;XRF;;;46;;;;;;;119;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-32B;272772;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.467;-158.155;21.467;-158.155;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;61.52;1.25;14.64;;;;;5.93;;5.72;5.19;0.11;;;3.06;XRF;;;;;;;3.77;0.26;;;;;;1.15;;;;;;;;;;;;;;;;;;;13;XRF;;;127;XRF;;;178;XRF;;;;40;XRF;;;179;XRF;;;36;XRF;;;167;XRF;;;;;;86;XRF;;;266;XRF;;;56;XRF;;;132;XRF;;;50;;;;;;;96;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-51;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.432;-158.115;21.432;-158.115;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;58.28;1.35;14.99;;;;;6.26;;6.33;3.99;0.11;;;1.99;XRF;;;;;;;3.34;0.22;;;;;;1.77;;;;;;;;;;;;;;;;;;;14;XRF;;;137;XRF;;;122;XRF;;;;36;XRF;;;125;XRF;;;;;;;169;XRF;;;;;;72;XRF;;;261;XRF;;;63;XRF;;;135;XRF;;;49;;;;;;;149;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-215;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.455;-158.15;21.455;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;60.73;1.35;14.91;;;;;6.4;;5.54;5.38;0.1;;;2.46;XRF;;;;;;;3.27;0.16;;;;;;1.27;;;;;;;;;;;;;;;;;;;16;XRF;;;145;XRF;;;187;XRF;;;;46;XRF;;;171;XRF;;;;;;;169;XRF;;;;;;72;XRF;;;261;XRF;;;63;XRF;;;135;XRF;;;49;;;;;;;93;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. 1.1.42;272775;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;VICINITY OF KOLEKOLE PASS;21.462;-158.15;21.462;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;58.25;2.02;15.77;;;;;7.81;;5.43;2.75;0.16;;;2.11;XRF;;;;;;;4.69;0.84;;;;;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;ICPMS;;;;;;;;;;;;;;;;;;34;XRF;49;ICPMS;482;XRF;611;ICPMS;60;XRF;71;ICPMS;454;XRF;;;;;;;;;0.3;459;XRF;518;ICPMS;32;ICPMS;;;119;16;45;ICPMS;;;11.1;ICPMS;;;3.2;16;1.58;8.6;1.5;4.1;0.57;3.2;0.47;9;2.1;;;;;;;;;;2.8;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-109C;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.463;-158.15;21.463;-158.15;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;53.38;2.74;15.74;;;;;9.06;;9.29;4.96;0.15;;;1.22;XRF;;;;;;;3.51;0.52;;;;;;0.85;;;;;;;;;;;;;;;;;;;20;XRF;;;261;XRF;;;132;XRF;;;;36;XRF;;;107;XRF;;;97;XRF;;;99;XRF;;;;;;40;XRF;;;490;XRF;;;39;XRF;;;206;XRF;;;28;;;;;;;151;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-304;272777;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.408;-158.138;21.408;-158.138;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;51.82;2.6;13.95;;;;;11.02;;10.86;7.01;0.18;;;0.36;XRF;;;;;;;2.37;0.32;;;;;;1.02;;;;;;;;;;;;;;;;;;;31;XRF;;;305;XRF;;;271;XRF;;;;49;XRF;;;107;XRF;;;123;XRF;;;103;XRF;;;;;;5.7;XRF;;;364;XRF;;;30;XRF;;;156;XRF;;;12;;;;;;;68;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-214B;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.455;-158.112;21.455;-158.112;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;53.55;3.18;14.16;;;;;11.14;;9.24;4.72;0.15;;;0.94;XRF;;;;;;;2.69;0.44;;;;;;1.12;;;;;;;;;;;;;;;;;;;32;XRF;;;378;XRF;;;78;XRF;;;;53;XRF;;;60;XRF;;;;;;;141;XRF;;;;;;25;XRF;;;483;XRF;;;35;XRF;;;208;XRF;;;20;;;;;;;163;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-21;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.468;-158.147;21.468;-158.147;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;52.7;3.7;14.17;;;;;9.51;;9.99;4.87;0.14;;;0.87;XRF;;;;;;;2.92;0.57;;;;;;2.11;;;;;;;;;;;;;;;;;;;29;XRF;;;359;XRF;;;59;XRF;;;;52;XRF;;;79;XRF;;;115;XRF;;;144;XRF;;;;;;19;XRF;;;553;XRF;;;41;XRF;;;244;XRF;;;19;;;;;;;211;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-50;272780;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.47;-158.146;21.47;-158.146;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;52.51;3.26;13.92;;;;;10.39;;9.51;5.32;0.17;;;0.84;XRF;;;;;;;2.74;0.49;;;;;;1.48;;;;;;;;;;;;;;;;;;;29;XRF;;;341;XRF;;;34;XRF;;;;52;XRF;;;55;XRF;;;73;XRF;;;145;XRF;;;;;;13;XRF;;;516;XRF;;;42;XRF;;;218;XRF;;;20;;;;;;;229;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-65;272781;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.473;-158.119;21.473;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;52.31;3.77;13.71;;;;;11.92;;8.21;3.57;0.2;;;1.36;XRF;;;;;;;3.72;0.81;;;;;;1.93;;;;;;;;;;;;;;;;;;;23;XRF;;;302;XRF;;;5;XRF;;;;54;XRF;;;23;XRF;;;13;XRF;;;161;XRF;;;;;;26;XRF;;;529;XRF;;;50;XRF;;;352;XRF;;;32;;;;;;;346;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-335;272782;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.525;-158.227;21.525;-158.227;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;52.66;2.55;13.81;;;;;10.77;;10.45;6.87;0.17;;;0.5;XRF;;;;;;;2.51;0.36;;;;;;1.86;;;;;;;;;;;;;;;;;;;28;XRF;;;288;XRF;;;260;XRF;;;;49;XRF;;;111;XRF;;;93;XRF;;;100;XRF;;;;;;8;XRF;;;429;XRF;;;38;XRF;;;161;XRF;;;13;;;;;;;120;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-342;272783;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.524;-158.764;21.524;-158.764;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;52.5;2.57;13.84;;;;;11.44;;10.11;6.13;0.18;;;0.39;XRF;;;;;;;2.81;0.32;;;;;;1.37;;;;;;;;;;;;;;;;;;;28;XRF;;;285;XRF;;;95;XRF;;;;44;XRF;;;73;XRF;;;122;XRF;;;97;XRF;;;;;;5.7;XRF;;;388;XRF;;;38;XRF;;;159;XRF;;;11;;;;;;;92;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. OW-83B;;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.457;-158.157;21.457;-158.157;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;"BASALTIC; DIKE/SILL";2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;52.73;2.56;15.07;;;;;10.34;;9.98;5.28;0.14;;;0.8;XRF;;;;;;;2.14;0.36;;;;;;;;;;;;;;;;;;;;;;;;;29;XRF;;;296;XRF;;;247;XRF;;;;63;XRF;;;98;XRF;;;88;XRF;;;111;XRF;;;;;;12;XRF;;;485;XRF;;;41;XRF;;;178;XRF;;;53;;;;;;;167;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;[14135] VAN DER ZANDER I. (2010);samp. WD-320;272785;HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER;MAUNA KUWALE;21.469;-158.119;21.469;-158.119;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;DIKE/SILL;2800000;3900000;PLIOCENE;;;;;WHOLE ROCK;;;;;;56.77;2.48;14.41;;;;;9.11;;6.35;3.18;0.13;;;2.01;XRF;;;;;;;4.44;0.77;;;;;;1.5;;;;;;;;;;;;;;;;;;;16;XRF;;;257;XRF;;;6;XRF;;;;49;XRF;18;ICPMS;30;XRF;;;17;XRF;;;157;XRF;;;;;;35;XRF;37;ICPMS;553;XRF;546;ICPMS;66;XRF;65;ICPMS;507;XRF;;;44;;;;;;0.3;389;XRF;422;ICPMS;36;ICPMS;;;103;14;53;ICPMS;;;13.1;ICPMS;;;3.9;14.8;1.9;10.3;1.8;4.8;0.67;3.8;0.54;9.6;2.3;;;;;;;;3.84;;2.8;0.98;0.512926;;0.70374;;18.067;15.454;37.777;0.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
