Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);NIO(WT%);K2O(WT%);;;;;;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);LOI(WT%);K(WT%);;;;HE(CCMSTP/G);BE(PPM);F(PPM);;;;NE22(CCMSTP/G);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;SC(PPM): altern. values or methods;;;;V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM);MO(PPM);CD(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM);PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPT): altern. values or methods;;;;AU(PPB);TL(PPM);PB(PPM);BI(PPM);TH(PPM);U(PPM);ND143_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204;PB207_PB204;PB208_PB204;PB208_PB206;HE3_HE4(R/R(A));AR38_AR36;AR40_AR36;KR78_KR84;KR80_KR84;KR82_KR84;KR83_KR84;KR86_KR84;XE124_XE132;XE126_XE132;XE128_XE132;XE129_XE132;XE130_XE132;XE131_XE132;XE134_XE132;XE136_XE132;TH230_TH232_ACT;U238_TH232_ACT;D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);DD(VS VSMOW);ALBITE(MOL%);ANORTHITE(MOL%);FORSTERITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);ULVOSPINEL(MOL%);AGE(KA);AGE(MA);
1982;[1056] FLOWER M. F. J. (1982);samp. 220.7A;19735;ICELAND / ICELAND;ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR;65.02;-14.3;65.02;-14.3;;;DRILL HOLE ;1297;1297;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;CENOZOIC;;;;;WHOLE ROCK;;;;;;57.74;1.76;15.66;;;;4.05;9.54;5.73;6.09;2.53;0.19;;;1.87;XRD;;;;;;;3.3;0.86;;1.97;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;[1061] OSKARSSON N.(1982)  [GeoReM [3607] ];samp. I-ICE;20872;ICELAND / ICELAND / HEKLA;;64.02;-19.65;64.02;-19.65;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;54.55;2.02;14.5;;;;4.83;;7.34;6.96;2.95;0.27;;;1.28;NOT;;;;;;;3.95;1.02;0.29;;;;;;;;;;;;1230;NOT;;;;;225;;;;;;;;;;;;;;13;XRF;;;;;;;;5;XRF;;;7;XRF;;;155;XRF;;;;;;26;XRF;;;430;XRF;;;95;XRF;;;540;XRF;;;;;;;;;;410;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[1075] WOOD D. A. (1978);samp. I53;;ICELAND / ICELAND / THINGMULI;WEST SIDE OF HOTTUR;65.13;-14.47;65.13;-14.47;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;59.72;1.4;13.77;;;;4.6;;4.98;4.92;1.64;0.28;;;1.99;XRF;;;;;;;3.82;0.47;;1.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;XRF;;;;;;;;0;XRF;;;;;;;174;XRF;;;;;;31;XRF;;;285;XRF;;;97;XRF;;;479;XRF;;;46;;;;;;;396;XRF;;;45.1;INAA;;;117.4;;67.8;INAA;;;15.68;INAA;;;5.32;15.5;2.78;;;;1.5;9.07;1.35;14.3;3.6;;;;;;;;;;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;[1075] WOOD D. A. (1978);samp. P443;;ICELAND / ICELAND / BREIDDALUR;;64.83;-14.5;64.83;-14.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;XRF;;;;;;;;0;XRF;;;;;;;170;XRF;;;;;;55;XRF;;;220;XRF;;;114;XRF;;;841;XRF;;;67;;;;;;;513;XRF;;;62.5;INAA;;;124;;73.9;INAA;;;18.36;INAA;;;4.96;;3.01;;;;1.8;10.35;1.65;21.1;4.7;;;;;;;;;;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;[1112] MACDONALD R. (1990);samp. HRN5;;ICELAND / ICELAND / TORFAJÖKULL / EASTERN ICELAND RIFT ZONE;HRAFNTINNUHRAUN;63.9;-18.97;63.9;-18.97;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;INCLUSION IN RHYOLITE;;;;;;;;WHOLE ROCK;;;;;;58.32;1.39;16.96;;;;3.33;;4.87;5.1;1.94;0.12;;;2.47;XRF;;;;;;;5.3;0.4;;0.18;;;0.15;;;;;;;;;;;;;;;;;;;;12;IGN;;;;;;;1;XRF;;;;34;XRF;;;4;XRF;;;15;XRF;;;110;XRF;;;;;;49;XRF;;;380;XRF;;;51;XRF;;;443;XRF;;;72;;;;;;0.53;449;XRF;;;63.3;IGN;;;133;;63.9;IGN;;;12.2;IGN;;;3.3;;1.77;;;;0.74;4.6;0.69;12.7;4.79;;;;;;;;12;;8.5;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;[1112] MACDONALD R. (1990);samp. DOM30;;ICELAND / ICELAND / TORFAJÖKULL / EASTERN ICELAND RIFT ZONE;DOMADALSHRAUN;63.9;-18.97;63.9;-18.97;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;INCLUSION IN RHYOLITE;;;;;;;;WHOLE ROCK;;;;;;57.8;2.4;13.38;;;;1.33;;8;6.27;2.57;0.14;;;2.11;XRF;;;;;;;5.05;0.51;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;XRF;;;12;XRF;;;116;XRF;;;;;;45;XRF;;;343;XRF;;;45;XRF;;;374;XRF;;;69;;;;;;;342;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;[1112] MACDONALD R. (1990);samp. HAA2;;ICELAND / ICELAND / TORFAJÖKULL / EASTERN ICELAND RIFT ZONE / HAÖLDUHRAUN FLOW;;63.9;-18.97;63.9;-18.97;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;INCLUSION IN RHYOLITE;;;;;;;;WHOLE ROCK;;;;;;59.06;1.43;16.08;;;;1.2;;7.19;4.45;1.7;0.2;;;2.14;XRF;;;;;;;4.45;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;XRF;;;9;XRF;;;15;XRF;;;95;XRF;;;;;;49;XRF;;;340;XRF;;;54;XRF;;;745;XRF;;;72;;;;;;;518;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;[1120] TORSSANDER P. (1988);samp. H7OT;;ICELAND / ICELAND / HEKLA;;64.02;-19.65;64.02;-19.65;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;TEPHRA;;;HOLOCENE;;1970;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;;;
1988;[1120] TORSSANDER P. (1988);samp. I-ICE;20872;ICELAND / ICELAND / HEKLA;;64.02;-19.65;64.02;-19.65;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;LAVA FLOW;;;HOLOCENE;;1970;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;;;;;;;;;;
1986;[1122] SIGVALDASON G. E. (1986);samp. I-ICE;20872;ICELAND / ICELAND / HEKLA;;64.02;-19.65;64.02;-19.65;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1190;SIE;1180;SIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[1123] ZENTILLI M. (1985);samp. 958;19798;ICELAND / ICELAND;ICELAND RESEARCH DRILLING PROJECT BOREHOLE, WEST OF REYDARFJOERDUR, SUBAERIAL CLIFF SECTION;65.02;-14.3;65.02;-14.3;1131;1131;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;[1150] JANCIN M. (1985);samp. E3;;ICELAND / ICELAND;AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, EASTERN MOUNTAIN RANGE;65.97;-17.73;65.97;-17.73;1010;1010;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.502;NOT;0.485;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;2.94E-12;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4100;;
1985;[1150] JANCIN M. (1985);samp. E7;;ICELAND / ICELAND;AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, EASTERN MOUNTAIN RANGE;66.03;-17.68;66.03;-17.68;820;820;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.672;NOT;0.713;NOT;0.75;NOT;0.761;NOT;;;;;;;;;;;;;;;;;;;;;;;9.77E-12;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9600;;
1985;[1150] JANCIN M. (1985);samp. C2;;ICELAND / ICELAND;AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, CENTRAL MOUNTAIN RANGE;65.99;-17.96;65.99;-17.96;800;800;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.926;NOT;0.926;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;1.303E-11;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9800;;
1985;[1150] JANCIN M. (1985);samp. W2;;ICELAND / ICELAND;AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, WESTERN MOUNTAIN RANGE;66.02;-18.09;66.13;-18.19;630;630;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;1.352;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.197E-11;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11300;;
1985;[1150] JANCIN M. (1985);samp. LJ2;;ICELAND / ICELAND;AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, LJOSAVATNSSKARD;65.74;-17.77;65.75;-17.77;770;770;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.735;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.32E-12;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3100;;
1985;[1150] JANCIN M. (1985);samp. FNAN1;;ICELAND / ICELAND;AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, LJOSAVATNSSKARD;65.75;-17.77;65.81;-17.86;725;725;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;1.323;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.01E-11;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5100;;
1985;[1150] JANCIN M. (1985);samp. FNAN2;;ICELAND / ICELAND;AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, LJOSAVATNSSKARD;65.75;-17.77;65.78;-17.86;750;750;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;0.702;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.08E-12;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4900;;
1973;[1188] O^NIONS R. K. (1973);samp. T-1;;ICELAND / ICELAND / TORFAJÖKULL / EASTERN ICELAND RIFT ZONE;;63.9;-18.97;63.9;-18.97;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91.92;;42.9;TIMS_ID;;;10.96;TIMS_ID;;;1.55;8.47;;8.02;;4.19;;3.69;;;;;;;;;;;;;;;;;0.70369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;[1188] O^NIONS R. K. (1973);samp. H-1;;ICELAND / ICELAND / HEKLA;;64.02;-19.65;64.02;-19.65;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1970;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.3;;68.04;TIMS_ID;;;17.32;TIMS_ID;;;4.21;17.7;;14.91;;7.47;;6.21;;;;;;;;;;;;;;;;;0.70337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;[1188] O^NIONS R. K. (1973);samp. N-25;;ICELAND / ICELAND;NAMAFJALL;65;-17;65;-17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.22;;28.34;TIMS_ID;;;7.14;TIMS_ID;;;1.64;7.12;;7.71;;4.39;;3.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;[1188] O^NIONS R. K. (1973);samp. K-218;;ICELAND / ICELAND;SNAEFELLSNES VOLCANIC ZONE;64.8;-23;64.8;-23;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92.16;;56.94;TIMS_ID;;;14.57;TIMS_ID;;;3.42;13.02;;;;7.17;;6.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;[1189] O^NIONS R. K. (1973);samp. 63;;ICELAND / ICELAND / ESJA;;64.25;-21.58;64.25;-21.58;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;1900000;1900000;PLEISTOCENE;;;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;[1223] CONDOMINES M. (1983);samp. KER226;;ICELAND / ICELAND / KERLINGARFJÖLL;REYKJANES PENINSULA;64.39;-19.07;64.39;-19.07;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;VOLCANIC GLASS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.513027;;0.70318;;;;;;1.5;;;;;;;;;;;;;;;;;;;4.05;;;;;;;;;;;;
1983;[1223] CONDOMINES M. (1983);samp. H^70-16;21620;ICELAND / ICELAND / HEKLA;SOUTH CRATER;64.02;-19.65;64.02;-19.65;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1970;;;VOLCANIC GLASS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.25E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.513028;;0.70315;;;;;;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;[1223] CONDOMINES M. (1983);samp. KK26;;ICELAND / ICELAND / KRAFLA;;65.72;-16.73;65.72;-16.73;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;;;;;;VOLCANIC GLASS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.513055;;0.70329;;;;;;1.06;;;;;;;;;;;;;;;;;;;2.53;;;;;;;;;;;;
1987;[1417] MACDONALD R. (1987);samp. AS28A;;ICELAND / ICELAND / ASKJA;;65.07;-16.83;65.07;-16.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1875;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;INAA;;;;;;;;;;;;17.5;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;37;INAA;;;70;;47;INAA;;;8.5;INAA;;;2.43;11.8;1.52;;;;0.68;6.4;0.9;7.7;2.28;;;;;;;;;;5.1;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[1417] MACDONALD R. (1987);samp. AS12;21226;ICELAND / ICELAND / ASKJA;;65.07;-16.83;65.07;-16.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1875;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.7;INAA;;;;;;;2.7;INAA;;;;20.1;INAA;;;;;;;;;;;122;XRF;;;;;;35;XRF;;;176;XRF;;;51;XRF;;;236;XRF;;;30;;;;;;0.5;255;XRF;;;31;INAA;;;64;;42;INAA;;;8;INAA;;;2.33;10.1;1.45;;;;0.99;5.9;0.83;6.9;2.19;;;;;;;;7;;4.6;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[1417] MACDONALD R. (1987);samp. AS71G;;ICELAND / ICELAND / ASKJA;;65.07;-16.83;65.07;-16.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1875;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;INAA;;;;;;;;;;;;18;INAA;;;;;;;;;;;124;XRF;;;;;;31;XRF;;;166;XRF;;;55;XRF;;;240;XRF;;;39;;;;;;0.4;156;XRF;;;32;INAA;;;65;;35;INAA;;;8.2;INAA;;;2.34;10.3;1.46;;;;0.85;5.8;0.86;6.7;2.21;;;;;;;;19;;4.5;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[1417] MACDONALD R. (1987);samp. ASRLS;;ICELAND / ICELAND / ASKJA;;65.07;-16.83;65.07;-16.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1875;FRESH;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.8;INAA;;;;;;;;;;;;17.3;INAA;;;;;;;;;;;;;;;;;;37;XRF;;;;;;;;;;;;;;;29;;;;;;;;;;;31;INAA;;;63;;52;INAA;;;7.7;INAA;;;2.28;8.5;1.62;;;;0.85;5.8;0.82;6.7;2.08;;;;;;;;;;4.4;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[1424] SIGURDSSON H. (1981);samp. AS28;21225;ICELAND / ICELAND / ASKJA;;65.07;-16.83;65.07;-16.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1875;;;WHOLE ROCK;;;;;;61.88;1.73;14.32;;;;;8.86;;5.47;2.41;0.2;;;1.49;WET;;;;;;;3.41;0.49;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[1424] SIGURDSSON H. (1981);samp. AS12;21226;ICELAND / ICELAND / ASKJA;;65.07;-16.83;65.07;-16.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;HOLOCENE;;1875;;;WHOLE ROCK;;;;;;59.22;1.78;14.7;;;;;9.91;;5.85;2.64;0.21;;;1.33;WET;;;;;;;3.34;0.52;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
