Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,MINERAL / COMPONENT,CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,SIO2(WT%),TIO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO3(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,F(PPM),AR40(CCMSTP/G): altern. values or methods,,,,SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),SN(PPM),SB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),HG(PPB),PB(PPM),TH(PPM),U(PPM),ND143_ND144,SM147_ND144,SR87_SR86: altern. values or methods,,,,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA): altern. values or methods,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,PHENOCRYST,CORE,PRIMARY,0.1,21.15,2.19,,,,26.76,,48.37,0.02,1.61,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,,57.94,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,PHENOCRYST,RIM,PRIMARY,0.11,20.53,2.12,,,,27.56,,48,0.03,1.35,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17,,57.01,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,MICROPHENOCRYST,CORE,PRIMARY,0.1,20.94,2.38,,,,26.66,,48.69,0.05,1.25,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.77,,58.74,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,MICROPHENOCRYST,RIM,PRIMARY,0.13,19.82,1.72,,,,28.26,,47.73,0.09,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.85,,56.56,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE1,412657,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,GROUNDMASS,,PRIMARY,0.24,19.79,1.69,,,,28.55,,47.67,0.14,0.98,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99,,56.1,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,GROUNDMASS,CORE,PRIMARY,0.06,23.24,1.25,,,,21.77,,51.1,,0.85,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.95,,67.06,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,GROUNDMASS,RIM,PRIMARY,0.07,22.17,1.42,,,,22.8,,49.87,,0.8,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,65.33,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,MEGACRYST,,PRIMARY,,24.44,1.23,,,,19.21,,51.55,0.01,0.67,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.45,,68.71,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,MICROPHENOCRYST,,PRIMARY,,23.14,1.29,,,,21.9,,50.76,,0.91,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21,,66.66,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,MICROPHENOCRYST,,PRIMARY,0.12,18.04,1.65,,,,30.75,,46.6,,0.63,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.11,,54.58,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,GROUNDMASS,,PRIMARY,0.19,14.58,1.79,,,,36.52,,43.75,,0.35,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.95,,46.38,,,,,
1994, [9907] STOUT M. Z. (1994),samp. SE2,412658,YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / SNAKE RIVER PLAIN / CRATERS OF THE MOON LAVA FIELD - SERRATE FLOW,,42.5,-114,44,-115,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLEISTOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),MAGNETITE,GROUNDMASS,,PRIMARY,0.17,18.81,1.64,,,,29.08,,47.85,,0.35,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.73,,57.52,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 189DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,WHOLE ROCK,,,,,54.2,1.8,18.7,,,,4.68,,2.83,4.96,2.09,0.09,,,,,3.7,5.21,0.82,,,,,,,,0.73,,,,,,,,,,8,106,31,18,25,,,,,74,768,20,293,52,,,,1448,60,140,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 191DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,WHOLE ROCK,,,,,54.07,1.89,18.65,,,,5.99,,1.95,4.3,1.98,0.08,,,,,4.15,5.05,0.77,,,,,,,,1.02,,,,,,,,,,9,124,27,17,30,,,,,94,789,19,388,57,,,,1630,59,81,,50,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 197DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,WHOLE ROCK,,,,,54.94,1.96,17.65,,,,5.11,,2.76,4.58,1.58,0.09,,,,,4.14,5.54,0.91,,,,,,,,0.53,,,,,,,,,,9,123,11,14,2,,,,,88,783,27,358,59,,,,1583,64,127,,50,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 171DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,WHOLE ROCK,,,,,56.15,1.46,18.86,,,,4.7,,1.84,3.26,1.61,0.09,,,,,4.59,5.52,0.8,,,,,,,,0.72,,,,,,,,,,6,58,14,12,6,,,,,106,552,19,405,62,,,,1736,60,129,,53,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 158DB1,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,WHOLE ROCK,,,,,56.3,1.47,18.81,,,,3.58,,2.34,3.29,1.44,0.09,,,,,4.95,5.39,0.87,,,,,,,,0.98,,,,,,,,,,5,50,13,10,5,,,,,107,728,23,421,68,,,,1904,69,145,,59,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 92DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,WHOLE ROCK,,,,,56.85,1.46,18.39,,,,5.05,,1.38,3.44,1.22,0.06,,,,,4.81,5.43,0.87,,,,,,,,1.04,,,,,,,,,,7,61,12,8,3,,,,,95,644,23,407,62,,,,,83,187,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 187DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,WHOLE ROCK,,,,,56.57,1.46,18.64,,,,5.44,,0.82,3.4,1.38,0.08,,,,,4.94,5.59,0.78,,,,,,,,0.8,,,,,,,,,,7,54,14,10,7,,,,,103,616,25,422,65,,,,1661,67,127,,45,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 189DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,,PRIMARY,49.5,1.7,5.46,,,,,9.96,,18.6,13.5,0.22,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,,17.2,,,,41.2,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 189DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,,,PRIMARY,49.9,1.33,4.83,,,,,10.4,,18.4,14.1,0.14,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.53,,17.6,,,,39.87,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 189DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,,,PRIMARY,38,,0.04,,,,,25.5,,0.17,37.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 189DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,,,PRIMARY,36.4,7.08,14.6,,,,,15,,0.02,13.4,0.12,,,,,8.46,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990, [12594] DI BATTISTINI G. (1990),samp. 189DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,,,,,PLIOCENE,MINERAL / COMPONENT (INCL. GROUNDMASS),AMPHIBOLE,,,PRIMARY,40.2,5.6,11.8,,,,,12.4,,10.9,12.1,0.13,,,,,1.31,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 189 DB ,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,100 M SE OF QUOTA 335,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,54.2,1.8,18.7,,,,4.68,,2.83,4.96,2.09,0.09,,,,,3.7,5.21,0.82,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 149 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,QUOTA 335,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,54.41,1.78,18.41,,,,5.05,,2.34,4.8,2.07,0.1,,,,,4.02,5.12,0.8,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 191 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,500 M S OF QUOTA 335,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,54.07,1.89,18.65,,,,5.99,,1.95,4.3,1.98,0.08,,,,,4.15,5.05,0.77,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 197 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,500 M NW OF QUOTA 335,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,APHANITIC,,,,,WHOLE ROCK,,,,,54.94,1.96,17.65,,,,5.11,,2.76,4.58,1.58,0.09,,,,,4.14,5.54,0.91,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 171 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,150 M SOUTH QUOTA 255 SERRA PASSA,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,56.15,1.46,18.86,,,,4.7,,1.84,3.26,1.61,0.09,,,,,4.59,5.52,0.8,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 158 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,300 M WEST OF OSPEDALE SCALA,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,56.3,1.47,18.81,,,,3.58,,2.34,3.29,1.44,0.09,,,,,4.95,5.39,0.87,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 192 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,300 M NE QUOTA 255 SERRA PASSA,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,56.85,1.46,18.39,,,,5.05,,1.38,3.44,1.22,0.06,,,,,4.81,5.43,0.87,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 127 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,RIU MAST IMPERA,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,56.39,1.45,18.6,,,,4.59,,1.74,3.41,1.29,0.07,,,,,4.96,5.55,0.85,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976, [14035] ASSORGIA A. (1976),samp. 187 DB,,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,250 M SW QUOTA 255 SERRA PASSA,40.5,8.5,40.5,8.5,OUTCROP,SUBAERIAL,VOLCANIC ROCK,TRISTANITE,PORPHYRITIC,,,,,WHOLE ROCK,,,,,56.57,1.46,18.64,,,,5.44,,0.82,3.4,1.38,0.08,,,,,4.94,5.59,0.78,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Download from GEOROC - Geochemical Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of Query: Friday, April 11, 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please note: There is a List of your Query Criteria at the End of this Sheet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
References:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[635] SCHMINCKE H.-U., WEIBEL M.:   CHEMICAL STUDY OF ROCKS FROM MADEIRA, PORTO SANTO, AND SAO MIGUEL, TERCEIRA (AZORES) |  NEUES JAHRB. MINERAL. ABH. 117    [1972]  253-281 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[717] CORNEN G.:   IDENTIFICATION OF MAGMA SERIES FROM THE BRAZILIAN ISLAND OF FERNANDO DE NORONHA, SOUTH ATLANTIC OCEAN |  COMPT. REND. ACAD. SCI. PARIS SER. 2A 303    [1986]  1455-1460 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1194] HALLIDAY A. N., DAVIDSON J. P., HOLDEN P., DEWOLF C., LEE DER-CHUEN, FITTON J. G.:   TRACE-ELEMENT FRACTIONATION IN PLUMES AND THE ORIGIN OF HIMU MANTLE BENEATH THE CAMEROON LINE |  NATURE 347    [1990]  523-528  | doi: 10.1038/347523a0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1209] STECHER O.:   FLUORINE GEOCHEMISTRY IN VOLCANIC ROCK SERIES: EXAMPLES FROM ICELAND AND JAN MAYEN |  GEOCHIM. COSMOCHIM. ACTA 62    [1998]  3117-3130  | doi: 10.1016/S0016-7037(98)00210-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
