"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%): altern. values or methods","Unnamed: 39","Unnamed: 40","Unnamed: 41","TIO2(WT%): altern. values or methods","Unnamed: 43","Unnamed: 44","Unnamed: 45","ZRO2(WT%)","AL2O3(WT%): altern. values or methods","Unnamed: 48","Unnamed: 49","Unnamed: 50","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%): altern. values or methods","Unnamed: 58","Unnamed: 59","Unnamed: 60","MGO(WT%): altern. values or methods","Unnamed: 62","Unnamed: 63","Unnamed: 64","MNO(WT%): altern. values or methods","Unnamed: 66","Unnamed: 67","Unnamed: 68","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%): altern. values or methods","Unnamed: 74","Unnamed: 75","Unnamed: 76","NA2O(WT%): altern. values or methods","Unnamed: 78","Unnamed: 79","Unnamed: 80","P2O5(WT%): altern. values or methods","Unnamed: 82","Unnamed: 83","Unnamed: 84","H2O(WT%): altern. values or methods","Unnamed: 86","Unnamed: 87","Unnamed: 88","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%): altern. values or methods","Unnamed: 93","Unnamed: 94","Unnamed: 95","CL(WT%): altern. values or methods","Unnamed: 97","Unnamed: 98","Unnamed: 99","SO3(WT%)","S(WT%)","LOI(WT%)","FE(WT%)","FES2(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE4(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM): altern. values or methods","Unnamed: 114","Unnamed: 115","Unnamed: 116","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G): altern. values or methods","Unnamed: 128","Unnamed: 129","Unnamed: 130","AR40(MOL/G)","AR40(PPM)","AR40(PPB)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM): altern. values or methods","Unnamed: 140","Unnamed: 141","Unnamed: 142","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM): altern. values or methods","Unnamed: 154","Unnamed: 155","Unnamed: 156","SR(PPM): altern. values or methods","Unnamed: 158","Unnamed: 159","Unnamed: 160","Y(PPM): altern. values or methods","Unnamed: 162","Unnamed: 163","Unnamed: 164","ZR(PPM): altern. values or methods","Unnamed: 166","Unnamed: 167","Unnamed: 168","NB(PPM): altern. values or methods","Unnamed: 170","Unnamed: 171","Unnamed: 172","MO(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM): altern. values or methods","Unnamed: 178","Unnamed: 179","Unnamed: 180","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM): altern. values or methods","Unnamed: 186","Unnamed: 187","Unnamed: 188","LA(PPM)","CE(PPM): altern. values or methods","Unnamed: 191","Unnamed: 192","Unnamed: 193","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM): altern. values or methods","Unnamed: 209","Unnamed: 210","Unnamed: 211","TL(PPM)","PB(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","CO2(PPM)","ND143_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HF176_HF177","EPSILON_HF_INI","LU176_HF177","HE3_HE4","HE3_HE4(R/R(A))","AR36_AR38","AR36_AR39","AR37_AR39","AR40_AR36","AR40_AR38","AR40_AR39","AR40_K40","PB206_U238","PB207_U235","PB208_TH232","TH230_TH232_ACT","TH232_TH230_ACT","U238_PB206","U238_TH232_ACT","D11B(VS NBS951): altern. values or methods","Unnamed: 253","Unnamed: 254","Unnamed: 255","B11_B10","D18O(VS SMOW)","D18O(VS VSMOW)","DD(VS SMOW)","DD(VS VSMOW)","ALBITE(MOL%)","ALMANDINE(MOL%)","ANORTHITE(MOL%)","ANDRADITE(MOL%)","CELSIAN(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","GROSSULAR(MOL%)","ORTHOCLASE(MOL%)","PYROPE(MOL%)","SPESSARTINE(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA): altern. values or methods","Unnamed: 276","Unnamed: 277","Unnamed: 278","Unnamed: 279","Unnamed: 280","AGE(MA): altern. values or methods","Unnamed: 282","Unnamed: 283","Unnamed: 284","Unnamed: 285","Unnamed: 286","Unnamed: 287","Unnamed: 288","AGE_PB207_PB206(MA)","AGE_PB207_U235(MA)","AGE_PB206_U238(MA)","AGE_PB208_TH232(MA)","Unnamed: 293"
"2016"," [20264] BEFUS K. S. (2016)","samp. Y216","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","WEST YELLOWSTONE FLOW","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8986304462776","FTIR","","","","","0.0093279440263255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0780800944872","FTIR","","","","","0.027244226686534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0517263198595","FTIR","","","","","0.038865873617593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0679273231814","FTIR","","","","","0.031527323547185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1594843816427","FTIR","","","","","0.037928820047102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5756113320105","FTIR","","","","","0.017109423197584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1526650302441","FTIR","","","","","0.030672228230529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1753937926637","FTIR","","","","","0.027304245614197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.990075237331","FTIR","","","","","0.029940507865105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9676029596353","FTIR","","","","","0.026605741628839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0967005983162","FTIR","","","","","0.027702250201401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","INCLUSION","","","","","","GLASS INCLUSION","","","QUARTZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0868962410839","FTIR","","","","","0.02496784396231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y82","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SOLFATARA PLATEAU","44","-110","45","-111.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","","","PRIMARY","","","","","","","76.85","EMP (EPMA)","","","0.12","EMP (EPMA)","","","","12.06","EMP (EPMA)","","","","","","","1.57","","0.47","EMP (EPMA)","","","0.02","EMP (EPMA)","","","0.09","EMP (EPMA)","","","","","","","5.12","EMP (EPMA)","","","4.08","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y216","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","WEST YELLOWSTONE FLOW","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","","","PRIMARY","","","","","","","77.5","EMP (EPMA)","","","0.12","EMP (EPMA)","","","","11.98","EMP (EPMA)","","","","","","","1.21","","0.43","EMP (EPMA)","","","0.04","EMP (EPMA)","","","0.03","EMP (EPMA)","","","","","","","5.17","EMP (EPMA)","","","3.73","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","","","PRIMARY","","","","","","","76.78","EMP (EPMA)","","","0.11","EMP (EPMA)","","","","11.96","EMP (EPMA)","","","","","","","1.23","","0.47","EMP (EPMA)","","","0.02","EMP (EPMA)","","","0.04","EMP (EPMA)","","","","","","","5.11","EMP (EPMA)","","","4.1","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y-97","450169","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","TRISCHMANN KNOB","44.3385","-110.8741","44.3385","-110.8741","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","GLASS","","","","PRIMARY","","","","","","","76.95","EMP (EPMA)","","","0.13","EMP (EPMA)","","","","11.85","EMP (EPMA)","","","","","","","1.31","","0.48","EMP (EPMA)","","","0.01","EMP (EPMA)","","","0.02","EMP (EPMA)","","","","","","","5.2","EMP (EPMA)","","","3.6","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y82","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SOLFATARA PLATEAU","44","-110","45","-111.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FAYALITE","","","","PRIMARY","","","","","","","30.09","EMP (EPMA)","","","0.04","EMP (EPMA)","","","","0.01","EMP (EPMA)","","","","","","","64.88","","0.28","EMP (EPMA)","","","2.75","EMP (EPMA)","","","1.62","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y216","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","WEST YELLOWSTONE FLOW","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FAYALITE","","","","PRIMARY","","","","","","","30.48","EMP (EPMA)","","","0.02","EMP (EPMA)","","","","0.01","EMP (EPMA)","","","","","","","64.65","","0.26","EMP (EPMA)","","","3.06","EMP (EPMA)","","","2.24","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y74","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","SUMMIT LAKE","44","-111","44","-111","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FAYALITE","","","","PRIMARY","","","","","","","30.31","EMP (EPMA)","","","0.02","EMP (EPMA)","","","","0.01","EMP (EPMA)","","","","","","","64.34","","0.27","EMP (EPMA)","","","3.11","EMP (EPMA)","","","2.23","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016"," [20264] BEFUS K. S. (2016)","samp. Y-97","450169","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / YELLOWSTONE PLATEAU / YELLOWSTONE PLATEAU VOLCANIC FIELD","TRISCHMANN KNOB","44.3385","-110.8741","44.3385","-110.8741","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","DENSE OBSIDIAN","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FAYALITE","","","","PRIMARY","","","","","","","30.38","EMP (EPMA)","","","0.02","EMP (EPMA)","","","","0.01","EMP (EPMA)","","","","","","","64.9","","0.27","EMP (EPMA)","","","2.94","EMP (EPMA)","","","2.25","EMP (EPMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
