"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%): altern. values or methods","Unnamed: 39","Unnamed: 40","Unnamed: 41","TIO2(WT%): altern. values or methods","Unnamed: 43","Unnamed: 44","Unnamed: 45","ZRO2(WT%)","AL2O3(WT%): altern. values or methods","Unnamed: 48","Unnamed: 49","Unnamed: 50","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%): altern. values or methods","Unnamed: 58","Unnamed: 59","Unnamed: 60","MGO(WT%): altern. values or methods","Unnamed: 62","Unnamed: 63","Unnamed: 64","MNO(WT%): altern. values or methods","Unnamed: 66","Unnamed: 67","Unnamed: 68","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%): altern. values or methods","Unnamed: 74","Unnamed: 75","Unnamed: 76","NA2O(WT%): altern. values or methods","Unnamed: 78","Unnamed: 79","Unnamed: 80","P2O5(WT%): altern. values or methods","Unnamed: 82","Unnamed: 83","Unnamed: 84","H2O(WT%): altern. values or methods","Unnamed: 86","Unnamed: 87","Unnamed: 88","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%): altern. values or methods","Unnamed: 93","Unnamed: 94","Unnamed: 95","CL(WT%): altern. values or methods","Unnamed: 97","Unnamed: 98","Unnamed: 99","SO3(WT%)","S(WT%)","LOI(WT%)","FE(WT%)","FES2(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE4(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM): altern. values or methods","Unnamed: 114","Unnamed: 115","Unnamed: 116","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G): altern. values or methods","Unnamed: 128","Unnamed: 129","Unnamed: 130","AR40(MOL/G)","AR40(PPM)","AR40(PPB)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM): altern. values or methods","Unnamed: 140","Unnamed: 141","Unnamed: 142","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM): altern. values or methods","Unnamed: 154","Unnamed: 155","Unnamed: 156","SR(PPM): altern. values or methods","Unnamed: 158","Unnamed: 159","Unnamed: 160","Y(PPM): altern. values or methods","Unnamed: 162","Unnamed: 163","Unnamed: 164","ZR(PPM): altern. values or methods","Unnamed: 166","Unnamed: 167","Unnamed: 168","NB(PPM): altern. values or methods","Unnamed: 170","Unnamed: 171","Unnamed: 172","MO(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM): altern. values or methods","Unnamed: 178","Unnamed: 179","Unnamed: 180","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM): altern. values or methods","Unnamed: 186","Unnamed: 187","Unnamed: 188","LA(PPM)","CE(PPM): altern. values or methods","Unnamed: 191","Unnamed: 192","Unnamed: 193","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM): altern. values or methods","Unnamed: 209","Unnamed: 210","Unnamed: 211","TL(PPM)","PB(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","CO2(PPM)","ND143_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HF176_HF177","EPSILON_HF_INI","LU176_HF177","HE3_HE4","HE3_HE4(R/R(A))","AR36_AR38","AR36_AR39","AR37_AR39","AR40_AR36","AR40_AR38","AR40_AR39","AR40_K40","PB206_U238","PB207_U235","PB208_TH232","TH230_TH232_ACT","TH232_TH230_ACT","U238_PB206","U238_TH232_ACT","D11B(VS NBS951): altern. values or methods","Unnamed: 253","Unnamed: 254","Unnamed: 255","B11_B10","D18O(VS SMOW)","D18O(VS VSMOW)","DD(VS SMOW)","DD(VS VSMOW)","ALBITE(MOL%)","ALMANDINE(MOL%)","ANORTHITE(MOL%)","ANDRADITE(MOL%)","CELSIAN(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","GROSSULAR(MOL%)","ORTHOCLASE(MOL%)","PYROPE(MOL%)","SPESSARTINE(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA): altern. values or methods","Unnamed: 276","Unnamed: 277","Unnamed: 278","Unnamed: 279","Unnamed: 280","AGE(MA): altern. values or methods","Unnamed: 282","Unnamed: 283","Unnamed: 284","Unnamed: 285","Unnamed: 286","Unnamed: 287","Unnamed: 288","AGE_PB207_PB206(MA)","AGE_PB207_U235(MA)","AGE_PB206_U238(MA)","AGE_PB208_TH232(MA)","Unnamed: 293"
"1981"," [1063] RÖSLER H. J. (1981)","samp. 8","","ICELAND / ICELAND","HVALFJÖRDHUR","64.3","-21.5","64.3","-21.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1981"," [1063] RÖSLER H. J. (1981)","samp. 9","","ICELAND / ICELAND","HVALFJÖRDHUR","64.3","-21.5","64.3","-21.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1975"," [1102] GERASIMOVSKY V. I. (1975)","samp. 3","","ICELAND / ICELAND","","63.5","-13.5","66.5","-24.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.85","10.5","AES","","","","","5.57","10.1","13.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1975"," [1102] GERASIMOVSKY V. I. (1975)","samp. 4","","ICELAND / ICELAND","","63.5","-13.5","66.5","-24.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","6","AES","","","","","5.4","8.6","12.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1975"," [1102] GERASIMOVSKY V. I. (1975)","samp. 5","","ICELAND / ICELAND","","63.5","-13.5","66.5","-24.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","9.8","AES","","","","","4.3","6.9","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1985"," [1150] JANCIN M. (1985)","samp. E2","","ICELAND / ICELAND","AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, EASTERN MOUNTAIN RANGE","65.96","-17.81","65.96","-17.81","660","660","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.043","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.718E-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6200","K-AR","","","","","","","","","","","","","","","","",""
"1985"," [1150] JANCIN M. (1985)","samp. E4","","ICELAND / ICELAND","AREA BETWEEN EYJAFJÖRDUR AND SKJALFANDI, EASTERN MOUNTAIN RANGE","65.99","-17.79","65.99","-17.79","690","690","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.405","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.346E-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4900","K-AR","","","","","","","","","","","","","","","","",""
"1980"," [1214] SUN SHEN-SU (1980)","samp. 2775","18516","ASCENSION / ASCENSION","","-7.93","-14.37","-7.93","-14.37","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN BOMB","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.486","","","15.59","","39.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983"," [1223] CONDOMINES M. (1983)","samp. A1875","","ICELAND / ICELAND / ASKJA","","65.07","-16.83","65.07","-16.83","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","HOLOCENE","","","1875","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.513068","0.70322","","","","","","","","","","","","","0.93","","","","","","","","","","","","","","","","","","","","1.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983"," [1223] CONDOMINES M. (1983)","samp. A-THO","18330","ICELAND / ICELAND / KRAFLA","HRAFNTINNUHRYGGUR","65.72","-16.73","65.72","-16.73","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.513046","0.70323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983"," [1223] CONDOMINES M. (1983)","samp. 87841","","ICELAND / ICELAND / THINGMULI","","65.03","-14.63","65.03","-14.63","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","13000000","13000000","MIOCENE","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3E-8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1997"," [1241] PUZANKOV M. YU. (1997)","samp. F-82-72","","EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / RANO RARAKU","CRATER","-27.17","-109.33","-27.17","-109.33","","","DREDGE","SUBAQUATIC","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","71.2","NOT","","","0.22","NOT","","","","13.6","NOT","","","","","","","3.66","","0.47","NOT","","","0.17","NOT","","","0.06","NOT","","","","","","","3.85","NOT","","","5.08","NOT","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","8","17","NOT","","","","","2","","","","","","","","77","NOT","","","31","NOT","","","130","NOT","","","995","NOT","","","115","NOT","","","","","","","","","","","","","","","424","NOT","","","92","200","NOT","","","","118","25","5.5","18","3","","","","2.3","16","2.4","34","7.6","","","","","","","","","","","9.7","","3.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1997"," [1241] PUZANKOV M. YU. (1997)","samp. F-72-72","","EASTER SEAMOUNT CHAIN - SALAS Y GOMEZ RIDGE / EASTER ISLAND (RAPA NUI) / TE MATAVAI","CRATER","-27.17","-109.33","-27.17","-109.33","","","DREDGE","SUBAQUATIC","VOLCANIC ROCK","OBSIDIAN","SPHERULITIC","OBSIDIAN","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","71.4","NOT","","","0.32","NOT","","","","13.1","NOT","","","","","","","3.78","","0.59","NOT","","","","","","","0.05","NOT","","","","","","","3.8","NOT","","","5","NOT","","","","","","","","","","","","","","","","","","","","","","","","1.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","8","37","NOT","","","","","4","","","","","","","","85","NOT","","","30","NOT","","","140","NOT","","","985","NOT","","","113","NOT","","","","","","","","","","","","","","","475","NOT","","","74","165","NOT","","","","71","17.7","4.75","12","1.65","","","","1.1","7.8","1.25","32","6.6","","","","","","","","","","","10.2","","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1936"," [1319] LACROIX A. (1936)","samp. 10","","MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE","BORY CRATER","-21.25","55.75","-21.25","55.75","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","HOLOCENE","","","1911","","","VOLCANIC GLASS","","","","","","","","","","","","46.91","NOT","","","2.75","NOT","","","","13.3","NOT","","","","","","2.14","","9.56","11.39","NOT","","","9.19","NOT","","","","","","","","","","","0.92","NOT","","","1.84","NOT","","","0.36","NOT","","","","","","","1.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1930"," [1320] ESENWEIN P. (1930)","samp. 5","","AZORES / SAO MIGUEL / FURNAS","","37.8","-25.5","37.8","-25.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","61.99","NOT","","","","","","","","20.14","NOT","","","","","","1.25","","2.87","1.35","NOT","","","0.38","NOT","","","","","","","","","","","4.87","NOT","","","6.02","NOT","","","","","","","0.98","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1966"," [1344] GARLICK G. D. (1966)","samp. G4141","","ICELAND / ICELAND","","63.5","-13.5","66.5","-24.5","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. ML-55","","CASCADES / HIGH CASCADES / CALIFORNIA / MEDICINE LAKE VOLCANO","3 MILES NE OF GLASS MOUNTAIN","41.58","-121.58","41.58","-121.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","RHYOLITE-DACITE COMPOSITE OBSIDIAN FLOW","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. PL-6-3","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / COLUMBIA PLATEAU-BLUE MOUNTAINS PROVINCE","NEWBERRY CRATER, SE CORNER OF EAST PAULINA LAKE, OREGON","44.15","-119.97","44.15","-119.97","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. PL-4-3","","YELLOWSTONE-SNAKE RIVER PLAIN VOLCANIC PROVINCE / COLUMBIA PLATEAU-BLUE MOUNTAINS PROVINCE","NEWBERRY CRATER, SE OF PAULINA LAKE, OREGON","44.15","-119.97","44.15","-119.97","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. T-807","","BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA","PANUM CRATER, SW OF MONO LAKE","38.45","-118.15","38.45","-118.15","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. MONO-2","","BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / CALIFORNIA / LONG VALLEY CALDERA","7 MILES SE OF LEE VINING","38.45","-118.15","38.45","-118.15","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","OBSIDIAN","PORPHYRITIC","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. W-772","","","","","","","","","","OUTCROP","","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. DOE-15","","","","","","","","","","OUTCROP","","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","HYDRATION","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","","-161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1968"," [1346] TAYLOR H. P. JR. (1968)","samp. DOE-31","","","","","","","","","","OUTCROP","","VOLCANIC ROCK","OBSIDIAN","","OBSIDIAN","","","","","","","","HYDRATION","VOLCANIC GLASS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","","-133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
