"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","NB2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","BE(PPM)","AR40(CCMSTP/G)","AR40(MOL/G)","AR40(PPB)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","W(PPB)","RE(PPB)","OS(PPB)","PB(PPM)","PB(PPB)","BI(PPM)","TH(PPM)","TH228_ACT(BQ/KG)","TH230_ACT(BQ/KG)","U(PPM): altern. values or methods","","","","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_TH232_ACT","D18O(VS SMOW)","ENSTATITE(MOL%)","FAYALITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","KALSILITE(MOL%)","NEPHELINE(MOL%)","QUARTZ(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA)","AGE(MA): altern. values or methods","","","",
"1965"," [14019] N.N. (1965)","samp. F 12 (12)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / NYIRAGONGO","","-1.52","29.25","-1.52","29.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","VOLCANIC GLASS","","","","","44.22","2.02","","12.85","","","","","0.93","","7.93","16.7","9.73","0.25","","","","","1.28","2.17","0.6","","","0.21","","","","","","","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. F 13 (4)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / NYIRAGONGO","","-1.52","29.25","-1.52","29.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","BASANITIC","","","","","","","WHOLE ROCK","","","","","44.77","3.3","","11.52","","","","","0.41","","10.25","13.32","11.14","0.18","","","","","2.12","2.33","0.5","","0.28","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. F 13 (5)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / NYIRAGONGO","","-1.52","29.25","-1.52","29.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","BASANITIC","","","","","","","WHOLE ROCK","","","","","45.08","3.4","","11.29","","","","","0.47","","10.2","13.27","11.23","0.18","","","","","2.21","2.15","0.4","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. F 13 (6)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / NYIRAGONGO","","-1.52","29.25","-1.52","29.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","BASANITIC","","","","","","","WHOLE ROCK","","","","","44.67","3.05","","11.73","","","","","0.38","","10.5","13.21","11.07","0.2","","","","","2.11","2.14","0.37","","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. F 13 (7)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / NYIRAGONGO","","-1.52","29.25","-1.52","29.25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","BASANITIC","","","","","","","WHOLE ROCK","","","","","44.79","3.25","","11.47","","","","","0.42","","10.32","13.27","11.15","0.19","","","","","2.15","2.21","0.42","","0.21","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. H (3)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE","VISOKE EDIFICE","-1.408","29.2","-1.408","29.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","40.04","2.61","","9.62","","","","","5.68","","6.19","15.62","11.98","0.21","","","","","2.5","3.67","1.45","","0.41","0.03","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. H (4)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE","VISOKE EDIFICE","-1.408","29.2","-1.408","29.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","40.15","2.71","","9.58","","","","","9.57","","1.95","15.25","12.21","0.22","","","","","2.17","4.08","1.5","","0.25","0.01","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. H (5)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE","VISOKE EDIFICE","-1.408","29.2","-1.408","29.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","40.37","2.5","","8.61","","","","","4.69","","7.33","15.04","13.03","0.23","","","","","2.13","3.64","1.37","","0.27","0.03","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. H (6)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE","VISOKE EDIFICE","-1.408","29.2","-1.408","29.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","40.72","2.76","","9.58","","","","","3.99","","7.62","15.06","12.68","0.27","","","","","2.25","3.5","1.45","","0.38","","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. H (7)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE","VISOKE EDIFICE","-1.408","29.2","-1.408","29.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","41.06","2.8","","10.89","","","","","4.7","","6.13","14.8","10.87","0.27","","","","","2.25","3.61","1.29","","0.54","0.08","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 1 (6)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / LAKE EDWARD","","-0.08","29.92","-0.08","29.92","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","42.86","4.16","","10.92","","","","","7.56","","3.62","11.91","5.7","0.18","0.17","0.15","0.02","","2.99","3.63","0.68","","2.4","1.39","0.37","","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 1 (7)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / LAKE EDWARD","","-0.08","29.92","-0.08","29.92","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","38.16","4.38","","9.34","","","","","5.71","","7.23","13.25","10.18","0.23","0.19","0.17","0.02","","3.94","2.61","0.92","","1.96","0.87","0.53","","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 1 (8)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / LAKE EDWARD","","-0.08","29.92","-0.08","29.92","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","36.12","5.27","","8.99","","","","","7.48","","5.06","15.62","5.75","0.2","0.16","0.16","0","","2.34","2.94","1.45","","2.69","0.54","4.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 2 (4)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD / NYAMUNYUKA (NYAMUNUNKA)","WESTERN RIM OF NYAMNYUKA CRATER, SW UGANDA","-0.08","29.97","-0.08","29.97","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","41.8","3.64","","10.63","","","","","4.87","","7.51","14.13","9","0.14","0.16","0.08","","","3.81","1.95","0.7","","0.94","0.49","0.31","","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 2 (5)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / TORO-ANKOLE VOLCANIC FIELD / NYAMUNYUKA (NYAMUNUNKA)","WESTERN RIM OF NYAMNYUKA CRATER, SW UGANDA","-0.08","29.97","-0.08","29.97","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","40.53","4.47","","6.8","","","","","6.05","","8.11","17.25","10.98","0.15","0.1","0.1","","","1.71","1.27","0.53","","1.31","0.54","0.06","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 3 (3)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MBUGA","","-1.23","29.68","-1.23","29.68","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","40.78","4.53","","10.51","","","","","5.84","","6.78","13.56","7.82","0.18","0.13","0.16","","","4.23","2.71","0.8","","1.29","0.72","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 3 (4)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MBUGA","","-1.23","29.68","-1.23","29.68","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","39.86","4.37","","8.64","","","","","7.68","","6.57","16.59","10.64","0.29","0.15","0.18","","","2.27","1.3","0.37","","0.88","0.09","0","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 4 (1)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MUKO","","-1.1","29.58","-1.1","29.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","36.58","4.76","","10.73","","","","","10.01","","3.77","14.95","6.76","0.34","0.14","0.33","","","4.52","2.8","1.24","","1.53","0.15","1.22","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 4 (2)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MUKO","","-1.1","29.58","-1.1","29.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","39.24","5.62","","8.42","","","","","7.11","","7.29","15.63","9.47","0.32","0.19","0.22","","","2.59","2.48","0.39","","1.08","0.18","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 4 (3)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MUKO","","-1.1","29.58","-1.1","29.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","40.23","5.02","","10.94","","","","","7.12","","5.67","13.73","6.09","0.33","0.17","0.28","","","4.43","4.06","0.89","","1.08","0.15","0","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 4 (4)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MUKO","","-1.1","29.58","-1.1","29.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","35.72","5.94","","10.92","","","","","7.62","","6.01","15.74","8.32","0.28","0.12","0.17","","","4.4","2.39","0.98","","0.82","0.28","0","","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 4(5)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MUKO","","-1.1","29.58","-1.1","29.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","38.58","5.08","","9.27","","","","","5.56","","7.02","15.72","10.78","0.3","","","","","2.5","2.34","0.67","","1.82","0.29","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 4 (7)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MUKO","","-1.1","29.58","-1.1","29.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","43.58","4.96","","10.12","","","","","6.28","","5.47","11.92","8.43","0.27","0.1","0.2","","","4.12","2.9","0.53","","0.63","0.32","0","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 4 (8)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / MUKO","","-1.1","29.58","-1.1","29.58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE","","","","","","","","","WHOLE ROCK","","","","","36.13","4.98","","11.07","","","","","8.48","","5.13","14.82","5.76","0.32","0.12","0.18","","","3.49","2.8","1.18","","2.88","1.36","1.06","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 5 (2)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / LAKE EDWARD","BETWEEN KATWE AND KIKORONGO","-0.08","29.92","-0.08","29.92","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE-MELILITE","","","","","","","","","WHOLE ROCK","","","","","35.28","6.37","","9.84","","","","","6.62","","6.21","14.34","9.08","0.36","","","","","5.33","3.07","0.92","","2.02","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1965"," [14019] N.N. (1965)","samp. P 5 (3)","","EAST AFRICAN RIFT / WESTERN EAST AFRICAN RIFT (TANGANYIKA RIFT) / VIRUNGA PROVINCE / LAKE EDWARD","BETWEEN KATWE AND KIKORONGO","-0.08","29.92","-0.08","29.92","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, LEUCITE-BIOTITE","","","","","","","","","WHOLE ROCK","","","","","40.19","4.75","","8.2","","","","","5.13","","7.18","12.51","11.6","0.17","0.15","0.1","","","4.08","1.86","0.52","","2.14","0.95","0.21","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1986"," [14236] ALLAN J. F. (1986)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PHLOGOPITE","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98","","","","6.427E-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69","K-AR","","",
"1986"," [14236] ALLAN J. F. (1986)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","WHOLE ROCK","","","","","48.2","1.64","","11.62","","","","","4.22","","3.27","8.32","11.81","0.11","","","","","3.58","3.28","1.32","","1.59","0.37","","","","","","","","","","","","","","","265","691","","436","90","80","","","","73","XRF","","","3079","XRF","","","","554","","","","","","4230","","188","","","","","","","","","","","","","","","","","1.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2007"," [14273] COMIN-CHIARAMONTI P. (2007)","samp. 3","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / CEZALLIER","PUY DE PERTUYSAT","45.5","3","45.5","3","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","LAVA FLOW","","","MESOZOIC","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3","AR-AR","","",
"2007"," [14273] COMIN-CHIARAMONTI P. (2007)","samp. 4","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_MESOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE","SAN JORGE","-25","-57","-25.5","-58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","LAVA FLOW","","","MESOZOIC","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","AR-AR","","",
"2007"," [14273] COMIN-CHIARAMONTI P. (2007)","samp. 5","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_MESOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE","CERRO TACUMBU","-25","-57","-25.5","-58","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","LAVA FLOW","","","MESOZOIC","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.4","AR-AR","","",
"2007"," [14273] COMIN-CHIARAMONTI P. (2007)","samp. 6","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_CENOZOIC / ASUNCION-SAPUCAI-VILLARICA IGNEOUS PROVINCE","NEMBY HILL, ASUNCION AREA","-25.4","-57.53","-25.4","-57.53","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","LAVA FLOW","","","MESOZOIC","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.7","AR-AR","59","AR-AR",
"2006"," [14332] VELAZQUEZ V. F. (2006)","samp. 01A","","CIRCUM-PARANA ALKALINE VOLCANIC PROVINCES / PARAGUAY_MESOZOIC / MISIONES IGNEOUS PROVINCE","ESTANCIA GUAVIRA-Y","-27.12","-56.82","-27.12","-56.82","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","118500000","118500000","CRETACEOUS","","","","WHOLE ROCK","","","","","40.47","3.44","","12.51","","","","12.93","","","","11.27","10.06","0.19","","","","","1.82","4.03","0.71","","","","","","","","","","1.82","","","","","","","","","301","","126","","","","","","70","NOT","77.4","TIMS_ID","987","NOT","1001","TIMS_ID","23","267","72","","","","","953","63.2","118","","55","NOT","57.84","TIMS_ID","9.6","NOT","10.62","TIMS_ID","3.04","","1","","","","","1.87","0.27","NOT","","","6.1","NOT","","","4.1","","","","","","","","5.8","","","1","NOT","","","0.512497","","0.70453","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
