"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","S(PPM)","CL(PPM)","AR40(AT/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","ND143_ND144_INI","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","AR40_AR39","D18O(VS SMOW)","D18O(VS VSMOW)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)","AGE(MA): altern. values or methods","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","62.51","","22.37","","","","","","","5.31","","","","","1.92","7.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.51","26.33","","","11.34","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","62.61","","22.33","","","","","","","5.22","","","","","2.02","7.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.57","25.89","","","11.93","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","62.96","","22.03","","","","","","","5.04","","","","","1.92","7.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.25","24.99","","","11.34","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","62.92","","21.94","","","","","","","5.01","","","","","2.05","7.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.64","24.84","","","12.11","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","62.82","","21.66","","","","","","","4.69","","","","","2.11","7.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.65","23.26","","","12.47","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","62.78","","22.79","","","","","","","3.83","","","","","3","7.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.28","18.99","","","17.73","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","63.51","","21.78","","","","","","","3.81","","","","","3.81","7.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.64","18.89","","","17.02","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PLAGIOCLASE","","","PRIMARY","63.66","","21.65","","","","","","","3.76","","","","","3.13","7.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.55","18.64","","","18.49","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PLAGIOCLASE","","","PRIMARY","63.82","","21.79","","","","","","","3.53","","","","","3.17","7.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.05","17.5","","","18.73","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45637A","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","59.82","0.88","14.9","","","","1.24","","7.11","7.86","3.53","0.21","","","0.82","3.38","0.24","","0.43","0.16","0.25","","","0.01","","","","","","","","","","","","","21","","137","24","","","","18","58","104","16","","","13","208","36","36","1","","","","","","143","4","8","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45641","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","63.01","0.89","15.9","","","","1.56","","7.05","3.75","3.75","0.22","","","0.91","2.74","0.23","","0.86","0.37","0.1","","","0.01","","","","","","","","","","","","","31","","178","49","","","","12","62","99","15","","","13","206","34","72","1","","","","","","235","8","14","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45634F","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","67.33","0.92","13.76","","","","2.8","","4.24","4.58","1.27","0.17","","","1.31","3.27","0.33","","0.82","0.14","0.09","","","0.01","","","","","","","","","","","","","22","","36","3","","","","1","14","93","15","","","19","180","50","125","1","","","","","","371","14","20","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45647","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","68.05","0.9","14.79","","","","1.32","","6.17","1.94","1.94","0.22","","","1.09","3.28","0.29","","0.65","0.1","0.02","","","0.01","","","","","","","","","","","","","24","","69","9","","","","2","26","110","15","","","17","184","44","101","1","","","","","","300","9","16","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45648","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","68.93","0.87","14.58","","","","1.25","","5.89","1.76","1.76","0.21","","","1.19","3.28","0.27","","0.8","0.03","0.25","","","0.01","","","","","","","","","","","","","23","","48","13","","","","3","28","114","15","","","18","177","46","111","2","","","","","","329","9","16","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45644","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","69.1","0.93","14.32","","","","1.32","","5.81","1.72","1.72","0.22","","","1.15","3.39","0.31","","0.77","0.33","0.06","","","0.01","","","","","","","","","","","","","24","","66","5","","","","1","24","114","15","","","18","185","47","107","1","","","","","","323","11","15","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45643","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","69.67","0.94","14.01","","","","0.93","","6.25","1.43","1.43","0.21","","","1.4","3.39","0.34","","0.88","0.52","0.12","","","0.01","","","","","","","","","","","","","21","","31","1","","","","1","26","116","15","","","21","173","50","124","1","","","","","","365","14","19","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45634D","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","69.73","0.84","13.62","","","","3.11","","2.8","3.87","0.86","0.17","","","1.18","3.54","0.26","","0.67","0.31","0.42","","","0.02","","","","","","","","","","","","","20","","20","3","","","","1","13","92","16","","","15","186","47","112","1","","","","","","336","11","17","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45651","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","70.29","0.96","14.37","","","","1.43","","4.89","1.31","1.31","0.18","","","1.42","3.49","0.36","","0.38","0.13","0.15","","","0.01","","","","","","","","","","","","","22","","33","1","","","","1","12","114","16","","","19","180","48","130","2","","","","","","383","14","18","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45645","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","70.33","0.94","14.38","","","","0.38","","5.92","1.47","1.47","0.21","","","1.13","3.47","0.31","","0.58","0.39","0.07","","","0.01","","","","","","","","","","","","","21","","30","1","","","","1","15","121","16","","","18","185","47","113","1","","","","","","352","8","14","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45646","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","70.73","0.92","13.87","","","","0.82","","5.77","1.3","1.3","0.22","","","1.28","3.48","0.31","","1.01","0.44","0.09","","","0.01","","","","","","","","","","","","","21","","31","1","","","","1","17","115","15","","","19","174","48","117","1","","","","","","344","12","16","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45647","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","WHOLE ROCK","","","","","64.23","0.85","13.97","","","","1.84","","5.77","5.55","1.83","0.22","","","1.04","4.03","0.27","","0.37","0.17","0.06","","","0.01","","","","","","","","","","","","","20.91","4467","60.93","5.32","1289","","20.76","3.55","17","94.96","15","","","18.16","172.9","39.21","93","0.98","0.85","","","0.84","1.04","259","7.2","18.77","3.02","15.01","4.49","1.42","5.41","0.95","5.85","1.32","3.68","0.57","3.9","0.63","2.87","0.09","","4.99","0.87","0.4","ICPMS","","","0.513031","","0.703518","","18.714","","15.589","","38.459","","","","","","","","","","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45646","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PLAGIOCLASE","SODIC","","PRIMARY","54.45","","28.05","","","0.73","","","","11.52","","","","","0.15","4.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.6","57.5","","","0.9","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45646","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PLAGIOCLASE","SODIC","","PRIMARY","56.52","","27","","","0.56","","","","10.12","","","","","0.16","5.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.5","49.6","","","0.9","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45641","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PLAGIOCLASE","CALCIC","","PRIMARY","44.62","","35.07","","","0.67","","","","19.3","","","","","0","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","96.1","","","0","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45641","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PLAGIOCLASE","CALCIC","","PRIMARY","45.2","","34.1","","","0.57","","","","18.51","","","","","0.12","0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","92.3","","","0.7","","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45648","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","51.34","0.68","1.89","","","","","14.38","","18.38","12.48","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.56","24.73","","38.7","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45641","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","53.49","0.2","1.53","","","","","9.43","","15.23","18.96","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.61","15.44","","30.95","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45646","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","51.44","0.46","0.55","","","","","25.97","","4.19","15.87","1.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.38","44.82","","8.8","","","","","","","","",
"2003"," [6437] SMITH I. E. M. (2003)","samp. 45648","","KERMADEC ARC / KERMADEC ISLANDS / MACAULEY / SANDY BAY TEPHRA","SANDY BAY TEPHRA","-30.22","-178.55","-30.22","-178.55","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE LITHIC BLOCK","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","PRIMARY","52.15","0.29","0.49","","","","","25.59","","1.94","18.23","1.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.64","43.34","","4.03","","","","","","","","",
