"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","S(PPM)","CL(PPM)","AR40(AT/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","ND143_ND144_INI","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","AR40_AR39","D18O(VS SMOW)","D18O(VS VSMOW)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)","AGE(MA): altern. values or methods","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.22","","","","","6.52","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.75","1.09","","","38.53","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.18","","","","","6.45","7.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.81","0.88","","","38.11","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.17","","","","","6.66","7.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.08","0.84","","","39.36","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.16","","","","","7.05","7.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.23","0.76","","","41.66","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.15","","","","","6.78","7.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.47","0.74","","","40.06","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.15","","","","","7.01","7.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.57","0.74","","","41.42","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.15","","","","","6.84","7.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.98","0.74","","","40.42","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.15","","","","","6.67","7.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.38","0.74","","","39.43","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.14","","","","","6.87","7.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.82","0.7","","","40.6","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP21","","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN CHROMAIN","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, EASTERN DIKE, FELSIC PART","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","","","","","","","","","","0.13","","","","","6.85","6.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.05","0.64","","","40.48","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","65.27","","20.19","","","","","","","0.39","","","","","6.14","7.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.72","1.93","","","36.28","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","66","","20.23","","","","","","","0.29","","","","","6.22","7.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.58","1.44","","","36.76","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","66.59","","20.2","","","","","","","0.28","","","","","5.44","7.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.39","1.38","","","32.15","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","66.12","","20.28","","","","","","","0.28","","","","","6.15","7.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.02","1.38","","","36.34","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","65.95","","20.15","","","","","","","0.27","","","","","6.14","7.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.82","","","","36.28","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","65.8","","20.01","","","","","","","0.26","","","","","6.25","7.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.88","1.33","","","36.93","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","66.6","","19.95","","","","","","","0.17","","","","","6.85","6.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","1.28","","","40.48","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","66.93","","19.91","","","","","","","0.09","","","","","6.78","7.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7","0.84","","","40.06","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","67.58","","19.77","","","","","","","0.08","","","","","6.85","6.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.82","0.44","","","40.48","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","66.26","","19.59","","","","","","","0.05","","","","","6.85","6.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.79","0.39","","","40.48","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","67.6","","19.84","","","","","","","0.02","","","","","6.9","7.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.57","0.25","","","40.77","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","67.39","","19.82","","","","","","","0.02","","","","","6.6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.24","0.1","","","39","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","67.77","","19.52","","","","","","","0.02","","","","","6.75","6.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.08","0.1","","","39.89","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","(AL)KALIFELDSPAR","","","PRIMARY","66.61","","19.67","","","","","","","0.01","","","","","6.95","6.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.04","0.1","","","41.07","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","59.42","","24.15","","","","","","","8.84","","","","","0.84","6.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.62","43.84","","","4.96","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","59.6","","24.29","","","","","","","8.16","","","","","0.88","6.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.05","40.47","","","5.2","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","60.45","","24.37","","","","","","","7.2","","","","","1.07","6.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.54","35.71","","","6.32","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","60.57","","24.2","","","","","","","7.09","","","","","1.15","6.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.69","35.16","","","6.79","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","60.86","","23.55","","","","","","","7.07","","","","","1.18","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.52","35.06","","","6.97","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","60.78","","23.7","","","","","","","6.88","","","","","1.07","6.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.83","34.12","","","6.32","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","60.71","","23.49","","","","","","","5.42","","","","","1.26","7.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.55","33.43","","","7.44","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","61.88","","23.36","","","","","","","6.48","","","","","1.44","7.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4","32.14","","","8.51","","","","","","","","","",
"1973"," [6028] RIDLEY W. I. (1973)","samp. EP24","82031","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / BRITISH TERTIARY VOLCANIC PROVINCE","EIGG, DIKE, RUDH AN TANCAIRD","56.87","-6.1","56.95","-6.2","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","PITCHSTONE","","PITCHSTONE, WESTERN DIKE","CENOZOIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","","PRIMARY","62.52","","22.7","","","","","","","5.42","","","","","2.08","7.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.3","26.88","","","12.29","","","","","","","","","",
