"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","SPOT (INCLUSION)","MINERAL (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","HEATING TEMPERATURE (?C)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","CO2(PPB)","C(WT%)","F(WT%)","CL(WT%)","S(WT%)","LOI(WT%)","HE4(CCMSTP/G)","LI(PPM)","N(PPM)","N(PPB)","F(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","AR36(CCMSTP/G)","AR40(CCMSTP/G)","K(PPM)","CA(PPM): altern. values or methods","","","","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM): altern. values or methods","","","","CO(PPM)","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPB)","RH(PPB)","PD(PPB)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","RE(PPB)","OS(PPB)","IR(PPB)","PT(PPB)","AU(PPB)","TL(PPM)","PB(PPM)","TH(PPM)","U(PPM): altern. values or methods","","","","CO2(PPM)","ND143_ND144: altern. values or methods","","","","SM147_ND144: altern. values or methods","","","","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","HE3_HE4(R/R(A))","AR40_AR36","TH232_PB204","U238_PB204","D15N(PER MIL)","D18O(PER MIL)","D34S(VS VCDT)","ALBITE(MOL%)","ANORTHITE(MOL%)","ENSTATITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","ORTHOCLASE(MOL%)","WOLLASTONITE(MOL%)",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B7-03","229612","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B7-03","229612","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B7-03","229612","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.86","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B7-03","229612","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B7-03","229612","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.47","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.89","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.07","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.45","","","","","","","","",
"2018"," [21837] HEINONEN J. S. (2018)","samp. AL/B9-03","229615","KAROO AND FERRAR PROVINCES / KAROO PROVINCE - DRONNING MAUD LAND / VESTFJELLA BASALTS AND DIKES","BASEN, VESTFJELLA","-73.0417","-13.4","-73.0417","-13.4","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","","","","JURASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","OLIVINE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ0460","","EMEISHAN / SICHUAN PROVINCE","","26.7721","101.5491","26.7721","101.5491","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","41.5","1.27","5.56","","","","13.9","","","7.47","26.12","0","","","","","","0.17","0.53","","0.11","","","","","","","","","","3.79","","","","","","","","","491.942577545246","","","","","","","","","","26.5461971761347","","196.672581032745","1698.78618818313","","","","","","96.3264227813404","1211.44365396904","XRF","","","85.3656203602979","75.5617563881478","","","0.181395420478578","7.23815120959956","ICPMS","","","195.7299385926","ICPMS","","","11.8795201005622","74.1102753554757","9.32645582288604","","5","2","14","","84.4786359662204","7.98166716429209","19.1278023476985","2.68252950630581","12.0577122163164","ICPMS","","","2.85071805310577","ICPMS","","","0.912457168329119","2.91090047736194","0.435730676393521","2.40005863256","0.43977618752664","1.10997476700347","0.150831334956897","0.889099080060584","0.123984750826066","ICPMS","","","2.04647619680559","ICPMS","","","0.589727121797421","0.135322608606152","","0","0","13","0","","1.60465989573501","0.877945756934157","0.234957763815559","ICPMS","","","","0.512758","TIMS","","","0.1429","TIMS","","","0.70517","0.1071","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ0532","","EMEISHAN / SICHUAN PROVINCE","","26.8064","101.5524","26.8064","101.5524","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","44.27","1.39","6.36","","","","12.54","","","6.72","22.82","0.18","","","","","","0.2","0.89","","0.13","","","","","","","","","","3.64","","","","","","","","","621.434334387655","","","","","","","","","","23.0961594456554","","225.290926209173","1307.83580126417","","","","","","91.9219929260753","1184.31465556162","XRF","","","106.711614009555","80.9813494706838","","","0.262518097077297","8.6455463030152","ICPMS","","","216.755431859749","ICPMS","","","15.0159634588593","95.1649057987394","10.3276638219363","","4","0","10","","87.3101447216545","9.10642716528506","22.6217037089071","3.13381481973311","14.240712602106","ICPMS","","","3.44692087716999","ICPMS","","","1.12354127058495","3.5721197575195","0.529648955004863","2.90914415363224","0.537691708295581","1.37729638488011","0.185302849053528","1.11675937467158","0.162441336876929","ICPMS","","","2.54395228474249","ICPMS","","","0.665916069464538","0.239354195527853","","0","0","16","7","","1.76477962748018","0.936716068649152","0.285255155352261","ICPMS","","","","0.512819","TIMS","","","0.1463","TIMS","","","0.706448","0.1155","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1084","","EMEISHAN / SICHUAN PROVINCE","","26.793","101.548","26.793","101.548","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","39.2088","1.0608","4.539","","","","12.3828","","","4.9776","27.4074","0.1734","","","","","","0","0.2958","","0.0714","","","","","","","","","","9.9858","","","","","","","","","463.237705775445","","","","","","","","","","15.2512707895857","","170.150841442433","1756.85707367401","","","","","","109.825001973683","1377.39537784576","XRF","","","87.9242036310919","83.2675624938333","","","0.268866285553087","6.57264229975776","ICPMS","","","159.172647681831","ICPMS","","","10.6765670257296","74.8486392425179","8.09337205495842","","","","","","56.9582231972361","6.32889969360875","17.0209688624605","2.22487196729891","9.95442314609231","ICPMS","","","2.38479250879824","ICPMS","","","0.757904482829896","2.44879554793249","0.366900344281031","2.02657783654716","0.377178264872026","0.965392023641924","0.133976446306845","0.786472310565105","0.110846185615291","ICPMS","","","1.90982409693892","ICPMS","","","0.515557876095425","0.300916663179425","","","","","","","1.72625861141244","0.521728076864207","0.23668677007642","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1134","","EMEISHAN / SICHUAN PROVINCE","","26.785","101.5527","26.785","101.5527","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","42.58","1.01","5.6","","","","12.32","","","5.37","26.94","0.2","","","","","","0.09","0.45","","0.09","","","","","","","","","","4.28","","","","","","","","","455.479533427583","","","","","","","","","","16.6448302596235","","166.284787354021","1766.07879012913","","","","","","112.387310975068","1361.43124326668","XRF","","","86.6420908927577","92.3989703131876","","","0.445316084054349","12.9883733220954","ICPMS","","","175.743098782824","ICPMS","","","11.41210458355","77.0000511815072","7.87345288065858","","","","","","75.0482054557872","6.64064126141218","17.5136892518484","2.35989931425019","10.5205853450313","ICPMS","","","2.52738459333588","ICPMS","","","0.809647120998546","2.56982693469861","0.387751133640803","2.17606641608034","0.399789654834176","1.02154248553477","0.145350660474912","0.830293196186862","0.120876753624381","ICPMS","","","1.97224012960378","ICPMS","","","0.485480633992213","0.447629510746893","","","","","","","3.20090331893484","0.569746667306381","0.217265629535024","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1614","","EMEISHAN / SICHUAN PROVINCE","","26.7856","101.5535","26.7856","101.5535","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","41.57","1.32","6.07","","","","13.55","","","6.13","26","0.21","","","","","","0.28","0.84","","0.14","","","","","","","","","","3.25","","","","","","","","","","","","","","","","","","","","","206","1853","","","","","","98","1490","XRF","","","89","72","","","","10","ICPMS","","","180","ICPMS","","","21","91","8","","","","","","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1616","","EMEISHAN / SICHUAN PROVINCE","","26.8029","101.5615","26.8029","101.5615","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","41.4403","1.1413","5.151","","","","13.0694","","","5.2318","26.9569","0.1717","","","","","","0.2525","0.6868","","0.1111","","","","","","","","","","5.4439","","","","","","","","","443.521221783218","","","","","","","","","","17.7789003666812","","168.13073960264","1951.46663658327","","","","","","109.572039345841","1316.71335772636","XRF","","","77.8654718387655","87.601483739209","","","0.211106229441194","7.63882777705866","ICPMS","","","171.457069873384","ICPMS","","","11.4865551857787","77.8695191847031","8.03152657728359","","","","","","66.7785685818151","6.7293468858045","17.7721234310418","2.3633642998148","10.5660601122603","ICPMS","","","2.57564052913576","ICPMS","","","0.819762382580452","2.64828845154458","0.400278612879849","2.21354552512386","0.407272861971233","1.03544991582624","0.144730433022129","0.829818488921971","0.117737677304431","ICPMS","","","1.96796279264756","ICPMS","","","0.490591860079096","0.555139280425887","","","","","","","1.0980465028507","0.663119673512017","0.210631369607145","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1679","","EMEISHAN / SICHUAN PROVINCE","","26.8077","101.5509","26.8077","101.5509","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","42.3392","1.7271","6.6458","","","","13.9178","","","7.9992","22.0483","0.202","","","","","","0.4646","0.9898","","0.1717","","","","","","","","","","3.3128","","","","","","","","","676.926754761708","","","","","","","","","","24.24658423124","","258.734261054506","1447.97760840981","","","","","","92.5387004149146","1031.31641282192","XRF","","","114.263336646944","90.7438157218087","","","0.27688357716544","13.9158031202967","ICPMS","","","253.721911305651","ICPMS","","","16.6630941987168","120.338851741786","15.5326006720907","","","","","","102.877119809778","12.320949787338","31.6608845508152","4.06021406973028","17.7393114222353","ICPMS","","","4.01481500874636","ICPMS","","","1.2540244587158","4.04914252835152","0.596042208440621","3.24180664947597","0.594851079379669","1.52209041421869","0.208368414670409","1.21838879649177","0.172230421384824","ICPMS","","","3.01636937566154","ICPMS","","","0.948561136346859","0.446989719808494","","","","","","","2.22280982169515","1.14926929247073","0.390767058200829","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1865","","EMEISHAN / SICHUAN PROVINCE","","26.7667","101.5511","26.7667","101.5511","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","42.27","0.36","4.7","","","","13.97","","","3.44","26.46","0.18","","","","","","0.46","0.22","","0.13","","","","","","","","","","7.06","","","","","","","","","","","","","","","","","","","","","61","620","","","","","","120","958","XRF","","","151","97","","","","17","ICPMS","","","66","ICPMS","","","7","48","5","","","1.34","4","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.77","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1936","","EMEISHAN / SICHUAN PROVINCE","","26.7676","101.5503","26.7676","101.5503","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","41.27","1.26","5.79","","","","13.56","","","5.98","25.99","0.24","","","","","","0.25","0.65","","0.11","","","","","","","","","","4.87","","","","","","","","","533.091560832901","","","","","","","","","","19.9867204437836","","204.358756299864","1524.98449360528","","","","","","100.811930247232","1264.80279771856","XRF","","","103.359758890826","88.2027772696077","","","0.603872407604341","10.102336836375","ICPMS","","","207.945082920416","ICPMS","","","13.2324766492253","93.3949135117918","12.06404724231","","","1.25","10.4","","122.914205614707","10.1385611638376","25.5065286328342","3.27684551874914","14.0507586338361","ICPMS","","","3.18721138024367","ICPMS","","","1.00939599589108","3.22263872441326","0.474230574700619","2.61944671385418","0.472784473960069","1.20631627313495","0.163458571552093","0.97198236828021","0.140288360056444","ICPMS","","","2.38825402371067","ICPMS","","","0.737589045540914","3.13498062272507","","","","9.9","5.5","","2.92533706594961","0.939302555919845","0.535438637748588","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1937","","EMEISHAN / SICHUAN PROVINCE","","26.7679","101.5495","26.7679","101.5495","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","40.7","1.27","5.73","","","","12.98","","","5.85","25.63","0.2","","","","","","0.21","0.56","","0.11","","","","","","","","","","6.37","","","","","","","","","531.312933773343","","","","","","","","","","20.5082713202032","","205.800040539662","1455.59831861702","","","","","","99.4507332776963","1236.16960408427","XRF","","","97.2331512034668","83.8409253419218","","","0.463156447630632","8.08214812736612","ICPMS","","","200.381778286777","ICPMS","","","13.1759493401258","93.4921018013209","11.9643965147825","","","0.93","9.1","","108.047332689316","9.97135502160866","25.2220582564248","3.22797848654039","13.8823999962406","ICPMS","","","3.21174865462233","ICPMS","","","1.00355923012215","3.19578064101413","0.472463284725776","2.59208104698462","0.472064210844524","1.21418153136919","0.16875253016266","0.96931921303966","0.138406982295152","ICPMS","","","2.37395452076353","ICPMS","","","0.725267567382629","0.319134553101651","","","","8.8","2.61","","2.9885597933967","1.02495464885234","0.340879304299748","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1938","","EMEISHAN / SICHUAN PROVINCE","","26.7708","101.5529","26.7708","101.5529","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","42.43","1.28","6.13","","","","12.95","","","6.53","24.91","0.22","","","","","","0.22","0.71","","0.11","","","","","","","","","","3.95","","","","","","","","","535.695638120475","","","","","","","","","","18.3257704600046","","199.88096192581","1472.55886584883","","","","","","91.1404235599268","1114.24320092395","XRF","","","99.8166081649659","79.3242103619731","","","0.333121667819191","8.21387162452028","ICPMS","","","195.377285376966","ICPMS","","","13.0850077115725","91.9242707273354","10.2310682986937","","","1.87","7.5","","73.3344851713159","7.76258210498915","19.9706922697696","2.72793517522966","12.2237282242864","ICPMS","","","2.95999782709058","ICPMS","","","0.948205753062473","3.01334472365445","0.459139951594337","2.54048036093588","0.469913497428315","1.19911878806186","0.16685863390548","0.94603924316132","0.135283416205292","ICPMS","","","2.34152318746964","ICPMS","","","0.661915999038072","0.309170752633162","","","","8.5","4.7","","1.74451156713911","0.653349819266703","0.271036448838234","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21890] MUNTEANU M. (2017)","samp. GJ1942","","EMEISHAN / SICHUAN PROVINCE","","26.7719","101.5525","26.7719","101.5525","OUTCROP","SUBAERIAL","VOLCANIC ROCK","MEIMECHITE","","COARSE","","","PERMIAN","","WHOLE ROCK","","","","","","","","","","","","41.24","1.22","5.53","","","","12.69","","","6.11","26.42","0.19","","","","","","0.24","0.58","","0.11","","","","","","","","","","5.29","","","","","","","","","527.495178603346","","","","","","","","","","20.7423293310928","","197.944374123331","1603.46169983522","","","","","","102.744357623373","1245.48556381912","XRF","","","88.0194049106995","82.0103986091338","","","0.292335090289021","9.76489707172363","ICPMS","","","203.325370143754","ICPMS","","","12.7445990219902","91.5200294734865","11.4312472168523","","","1.57","3.4","","106.974750479685","9.49870745912205","24.1519980126247","3.11021353135311","13.4693280998045","ICPMS","","","3.11741250588457","ICPMS","","","0.978827255033297","3.14738260544986","0.462981904416075","2.50804930697723","0.458290632009819","1.17799015778855","0.159438281745923","0.935512456933572","0.132144339885342","ICPMS","","","2.31824638450102","ICPMS","","","0.702990691768907","0.222105044358694","","","","3.7","2.69","","2.28212480302472","0.904692110083408","0.289314091441743","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
