Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;TYPE OF MATERIAL;MINERAL / COMPONENT;CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%);NA(WT%);P(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM): altern. values or methods;;;;ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);W(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB(PPB);BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;PO210_RA226_ACT_INI;TH230_TH232_ACT;TH230_U238_ACT;U238_TH232_ACT;D11B(VS NBS951);D18O(VS VSMOW);D34S(VS CDT);D44_40CA(VS SRM915A);D44_42CA(VS SRM915A);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HERCYNITE(MOL%);JACOBSITE(MOL%);KALSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MG-CHROMITE(MOL%);MAGNESIOFERRITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);QUARTZ(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 159-01;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE X;;-36.0743;-169.5812;-36.0743;-169.5812;-2188;-2188;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;EXTENSIVELY ALTERED;WHOLE ROCK;;;;;;;;;36.06;3.51;;;12.38;;;;;;;;;;;;13.03;;;;12.75;3.05;0.15;;;;2.44;XRF;;;2.46;4.71;;;;;;;;;;7.89;;;;;;;;;;20.3822133916153;;;;;;;;;;;29.2675243393602;;281.086230876217;ICPMS;;;428.221537850189;ICPMS;;;;42.6435525531492;ICPMS;;;85.8469898668786;ICPMS;;;124.454957281939;176.33359825154;ICPMS;;;14.4265646731572;ICPMS;;;;;36.5159248956885;ICPMS;;;799.892708126366;ICPMS;;;61.1458374726803;ICPMS;;;236.79713888337;ICPMS;;;39.3725412278959;ICPMS;;;1.43161931253725;;;;1.83317107093185;6.36743492946553;0.842837273991655;279.741704748659;ICPMS;;;47.9012517385257;ICPMS;;;69.6745479833102;ICPMS;;;10.2163918140274;ICPMS;;;41.7003775084443;ICPMS;;;8.53071726604411;ICPMS;;;2.87389449632426;8.47420703357838;1.20746473276376;6.95340751043115;1.3896781243791;3.83189946354063;0.530786807073316;3.39944367176634;0.530987482614743;5.38011126564673;2.42616729584741;0.665239419829128;;0.190722034571826;3.52988277369362;ICPMS;;;;;;;3.65229485396384;ICPMS;;;2.39807272004769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 159-02;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE X;;-36.0743;-169.5812;-36.0743;-169.5812;-2188;-2188;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;EXTENSIVELY ALTERED;WHOLE ROCK;;;;;;;;;35.21;3.3;;;11.5;;;;;;;;;;;;13.74;;;;14.51;3.68;0.16;;;;2.16;XRF;;;2.34;4.87;;;;;;;;;;5.81;;;;;;;;;;8.86096467586317;;;;;;;;;;;29.7840842038115;;324.600604018818;ICPMS;;;627.342245434973;ICPMS;;;;49.0479188262499;ICPMS;;;90.3903038035244;ICPMS;;;98.9143010924169;180.900382744598;ICPMS;;;17.6209189857268;ICPMS;;;;;28.8638118969779;ICPMS;;;762.368750498365;ICPMS;;;78.0534646359939;ICPMS;;;218.849138824655;ICPMS;;;34.2157642931186;ICPMS;;;;;;;1.60856013475799;6.26423969380432;0.43777812774101;259.512798022486;ICPMS;;;55.0566382266167;ICPMS;;;65.4970377162906;ICPMS;;;11.2768292002233;ICPMS;;;46.8520413045212;ICPMS;;;9.44227334343354;ICPMS;;;3.11694832947931;9.98527054940274;1.41813762857826;8.52998604576987;1.76967765728411;4.90988232597082;0.678925404672674;4.37179252053265;0.680921656965154;5.27210230444143;2.1370280041464;;;0.150976560880313;4.76505422215134;ICPMS;;;;;;;3.53336655769077;ICPMS;;;2.08807989793477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 159-03;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE X;;-36.0743;-169.5812;-36.0743;-169.5812;-2188;-2188;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;EXTENSIVELY ALTERED;WHOLE ROCK;;;;;;;;;33.68;3.05;;;10.93;;;;;;;;;;;;11.8;;;;15.49;2.69;0.16;;;;2.85;XRF;;;2.63;6.88;;;;;;;;;;6.68;;;;;;;;;;6.66029428184066;;;;;;;;;;;25.4860236063482;;223.077548050084;ICPMS;;;424.700534332881;ICPMS;;;;45.4237977510168;ICPMS;;;76.178662572773;ICPMS;;;89.7698779807002;154.173478746312;ICPMS;;;14.2677825185421;ICPMS;;;;;35.4359508333998;ICPMS;;;712.491027992663;ICPMS;;;71.8278770236861;ICPMS;;;158.011350586171;ICPMS;;;3.84186338623495;ICPMS;;;;;;;0.0999373444852062;3.00164287423239;0.474195709386713;256.057699976075;ICPMS;;;48.6569503150171;ICPMS;;;62.048588404179;ICPMS;;;9.68149573331207;ICPMS;;;40.1349988037324;ICPMS;;;8.13277573969216;ICPMS;;;2.70547811627722;8.35962649176005;1.20065714969296;7.19276656830688;1.52995972565595;4.3892041829492;0.635055028311668;4.19112369407449;0.666588244676609;3.61185052635776;0.185630855730122;;;0.23170926708669;2.70028112289656;ICPMS;;;;;;;3.29302575962995;ICPMS;;;2.44681792806444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 159-06;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE X;;-36.0743;-169.5812;-36.0743;-169.5812;-2188;-2188;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;EXTENSIVELY ALTERED;WHOLE ROCK;;;;;;;;;35.99;3.84;;;13.04;;;;;;;;;;;;13.53;;;;13.58;3;0.16;;;;1.85;XRF;;;2.42;4.58;;;;;;;;;;6.31;;;;;;;;;;17.3593745038895;;;;;;;;;;;28.6746745515161;;296.793780758851;ICPMS;;;218.191087871091;ICPMS;;;;39.8908914113351;ICPMS;;;72.8855929512621;ICPMS;;;81.3274805524686;180.073785521511;ICPMS;;;19.2181751071599;ICPMS;;;;;30.08363748214;ICPMS;;;1146.78881568503;ICPMS;;;97.378956977298;ICPMS;;;231.180893792665;ICPMS;;;22.967482933799;ICPMS;;;;;;;0.775246678044134;3.69580290522305;0.667424353071916;313.301039847595;ICPMS;;;67.7332671852675;ICPMS;;;81.1689474519765;ICPMS;;;13.8894812668678;ICPMS;;;57.0322829020479;ICPMS;;;11.2855750912843;ICPMS;;;3.73152833941896;11.8869378802934;1.66677738529925;9.96578702968725;2.06291197015399;5.6929236386728;0.790485672328941;5.02351762184474;0.777406691538339;5.13756237101127;1.19898583902207;;;0.111369503095729;5.50308025083346;ICPMS;;;;;;;4.3636235910462;ICPMS;;;2.16199515796158;;;;;;;;19.2505167853863;15.651918033013;;39.0907661455689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 161-01;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE 38;;-37.0185;-169.763;-37.0185;-169.763;-1805;-1805;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;MODERATELY ALTERED;WHOLE ROCK;;;;;;;;;33.37;4.55;;;12.15;;;;;;;;;;;;14.08;;;;17.64;3.92;0.24;;;;1.34;XRF;;;1.58;1.32;;;;;;;;;;10.72;;;;;;;;;;19.463647565842;;;;;;;;;;;22.2910391061453;;343.683675179569;ICPMS;;;282.980399042299;ICPMS;;;;67.206839584996;ICPMS;;;140.513157222666;ICPMS;;;41.2870734237829;170.158148443735;ICPMS;;;19.3217150837989;ICPMS;;;;;21.0498335195531;ICPMS;;;880.946368715084;ICPMS;;;37.3125618515563;ICPMS;;;262.957063048683;ICPMS;;;46.3190422984836;ICPMS;;;2.50090662410215;;;;2.07269672785315;2.97535514764565;0.404869441340782;306.98427773344;ICPMS;;;39.8858419792498;ICPMS;;;73.8812849162011;ICPMS;;;10.6449361532322;ICPMS;;;44.208148443735;ICPMS;;;9.41659696727853;ICPMS;;;3.17633234636872;8.87731384676776;1.24160766161213;6.69253870710295;1.19355969672785;2.94881819632881;0.380362968874701;2.26368236233041;0.317438228252195;6.0271045490822;2.85272226656026;1.11093328012769;;0.216674207501995;4.88722186751796;ICPMS;;;;;;;3.12010215482841;ICPMS;;;1.40927294493216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 162-01;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE 38;;-37.0253;-169.7798;-37.0253;-169.7798;-2221;-2221;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;;WHOLE ROCK;;;;;;;;;37.03;3.17;;;13.67;;;;;;;;;;;;14.09;;;;13.6;6.12;0.15;;;;0.88;XRF;;;1.13;1.32;;;;;;;;;;7.95;;;;;;;;;;61.5389692694009;;;;;;;;;;;25.4841683606361;;330.396795408346;ICPMS;;;467.304794930049;ICPMS;;;;43.7191597911435;ICPMS;;;130.715285583323;ICPMS;;;78.4643867830523;161.430746542309;ICPMS;;;20.0087687831321;ICPMS;;;;;15.082509864881;ICPMS;;;303.332934752282;ICPMS;;;24.1705926900235;ICPMS;;;226.499262625055;ICPMS;;;52.5030092869385;ICPMS;;;1.93164653832357;;;;1.77077603730719;2.61114432619873;0.420184144445773;128.656383275539;ICPMS;;;36.3159153413847;ICPMS;;;74.9128303240464;ICPMS;;;9.57819761648531;ICPMS;;;38.7769939017099;ICPMS;;;8.29163378372992;ICPMS;;;2.88849387380924;7.64070851767707;1.05746343018853;5.4844035234565;0.925005380844195;2.170751325282;0.26971820319662;1.60290246721671;0.214894176730838;5.02220096456615;3.13337319143848;0.551241579975288;;0.0533073617920204;1.90383434971502;ICPMS;;;;;;;4.22985372075412;ICPMS;;;1.84460839411694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 162-03;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE 38;;-37.0253;-169.7798;-37.0253;-169.7798;-2221;-2221;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;FRESH;WHOLE ROCK;;;;;;;;;37.81;3.04;;;13.22;;;;;;;;;;;;13.9;;;;11.93;5.26;0.14;;;;1.57;XRF;;;1.61;2.02;;;;;;;;;;18.16;;;;;;;;;;36.1278204822153;;;;;;;;;;;24.0215803294342;;300.697290522798;ICPMS;;;474.167701121986;ICPMS;;;;46.2733587968489;ICPMS;;;114.838266889472;ICPMS;;;126.84905705419;172.704822153259;ICPMS;;;19.6507662926713;ICPMS;;;;;28.4500620673192;ICPMS;;;330.694437813321;ICPMS;;;27.4021007400334;ICPMS;;;219.326175698257;ICPMS;;;47.8443065170685;ICPMS;;;;;;;1.49145577703509;4.10832656958701;0.688234184769635;168.2902602053;ICPMS;;;39.5520888040105;ICPMS;;;78.2292193841012;ICPMS;;;10.0918476963476;ICPMS;;;41.3218906660301;ICPMS;;;8.81122702315588;ICPMS;;;3.03619332824063;8.04113219378395;1.10940725710193;5.8204607304846;0.99725352112676;2.36328204822153;0.299673191692528;1.80141967056577;0.244789448555741;5.04771353544999;2.94224588207209;;;0.0489777751253282;2.0760372403915;ICPMS;;;;;;;4.77249940319885;ICPMS;;;2.13569348293149;;;;;;;;19.3601139933179;15.585958534581;;38.9230983773967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 163-01;;LOUISVILLE SEAMOUNT CHAIN / LOUISVILLE 38;;-37.0162;-169.77;-37.0162;-169.77;-1840;-1840;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;MODERATELY ALTERED;WHOLE ROCK;;;;;;;;;37.04;4.55;;;16.35;;;;;;;;;;;;13.27;;;;11.91;2.66;0.16;;;;1.26;XRF;;;2.47;1.32;;;;;;;;;;5.42;;;;;;;;;;33.1295740106696;;;;;;;;;;;17.3846056214667;;259.202226291902;ICPMS;;;52.996491758898;ICPMS;;;;35.266836531571;ICPMS;;;61.9505390556573;ICPMS;;;33.2578899593917;161.938737160602;ICPMS;;;20.0694163548053;ICPMS;;;;;18.0182658651167;ICPMS;;;1121.56158929851;ICPMS;;;40.5598694163548;ICPMS;;;305.552352894339;ICPMS;;;53.4716617565093;ICPMS;;;1.45337861294689;;;;2.241519229238;3.48858985588025;0.487771024763118;398.581415717812;ICPMS;;;41.742782068636;ICPMS;;;83.1848236324548;ICPMS;;;11.795042598933;ICPMS;;;50.0231706346047;ICPMS;;;10.6682681742177;ICPMS;;;3.67637222708814;9.9275042121188;1.37618855004379;7.46838920296202;1.32526315789474;3.30654160363086;0.429858428218807;2.57433872123577;0.360086631101202;6.72255275101521;3.27606656580938;0.510055896170077;;0.0773885516362768;3.09562226291902;ICPMS;;;;;;;3.26002707221913;ICPMS;;;1.2190015128593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 165-01;;LOUISVILLE SEAMOUNT CHAIN / KLINGON NW;;-37.5427;-169.422;-37.5427;-169.422;-2677;-2677;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;MODERATELY ALTERED;WHOLE ROCK;;;;;;;;;37.42;4.03;;;13.69;;;;;;;;;;;;16.31;;;;12.05;4.3;0.24;;;;1.03;XRF;;;1.85;2.32;;;;;;;;;;5.11;;;;;;;;;;18.3760706461343;;;;;;;;;;;29.1588426734402;;384.354744800762;ICPMS;;;440.592512700429;ICPMS;;;;66.5173598983966;ICPMS;;;146.414188760121;ICPMS;;;124.095074615018;230.590847753612;ICPMS;;;25.5989839657088;ICPMS;;;;;19.4932263057628;ICPMS;;;757.369939672964;ICPMS;;;29.518828385458;ICPMS;;;269.219314573742;ICPMS;;;39.5984283219559;ICPMS;;;;;;;2.04811870931894;4.46982259088744;0.688372678202889;268.989323702175;ICPMS;;;33.0786870931894;ICPMS;;;71.6171574853151;ICPMS;;;9.71561438323543;ICPMS;;;41.2183640260359;ICPMS;;;8.95364462613113;ICPMS;;;3.02759983330687;8.24646620031226;1.16155389744404;6.17575488172726;1.06995753294174;2.5686980473091;0.330786870931894;1.96492201143039;0.269389307826639;6.11965710827115;2.40470455627877;;;0.733570884267344;2.10191657405937;ICPMS;;;;;;;3.23187172567074;ICPMS;;;1.92592355929513;;;;;;;;19.4398297974911;15.608885313496;;39.0682637043656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 165-02;;LOUISVILLE SEAMOUNT CHAIN / KLINGON NW;;-37.5427;-169.422;-37.5427;-169.422;-2677;-2677;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;FRESH;WHOLE ROCK;;;;;;;;;36.84;3.8;;;12.54;;;;;;;;;;;;13.73;;;;15.7;4.58;0.21;;;;0.94;XRF;;;1.65;1.01;;;;;;;;;;3.52;;;;;;;;;;24.7325192307692;;;;;;;;;;;24.0244122596154;;325.241064903846;ICPMS;;;280.771947115385;ICPMS;;;;57.5123477564103;ICPMS;;;102.176320512821;ICPMS;;;37.6090176282051;181.416001602564;ICPMS;;;21.434046474359;ICPMS;;;;;17.3886966346154;ICPMS;;;611.683894230769;ICPMS;;;24.9695592948718;ICPMS;;;246.682371794872;ICPMS;;;36.8818269230769;ICPMS;;;1.65285224358974;;;;1.86518389423077;1.93328269230769;0.519720384615385;214.541346153846;ICPMS;;;29.489391025641;ICPMS;;;65.7685737179487;ICPMS;;;8.86489663461539;ICPMS;;;36.9420913461539;ICPMS;;;8.02320352564103;ICPMS;;;2.71882944711538;7.40002921474359;1.04920360576923;5.55838862179487;0.948562019230769;2.28241458333333;0.290273637820513;1.73983389423077;0.236638301282051;5.57044150641026;2.36035657051282;0.740047115384615;;0.249474623397436;1.65184783653846;ICPMS;;;;;;;2.8705953525641;ICPMS;;;1.14020288461538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 165-08;;LOUISVILLE SEAMOUNT CHAIN / KLINGON NW;;-37.5427;-169.422;-37.5427;-169.422;-2677;-2677;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;MODERATELY ALTERED;WHOLE ROCK;;;;;;;;;34.97;3.79;;;12.74;;;;;;;;;;;;11.21;;;;19.57;3.38;0.15;;;;1.01;XRF;;;1.99;1.27;;;;;;;;;;2.22;;;;;;;;;;15.8197104728518;;;;;;;;;;;19.089414093933;;282.283409951002;ICPMS;;;195.099334740868;ICPMS;;;;33.5493048639605;ICPMS;;;52.6541600605505;ICPMS;;;58.9188359956977;133.334924112656;ICPMS;;;19.7966968091463;ICPMS;;;;;18.1840039835876;ICPMS;;;744.381468350396;ICPMS;;;28.9771342070669;ICPMS;;;253.875791738039;ICPMS;;;39.7257459267817;ICPMS;;;1.05400565669442;;;;1.89885455921603;0.782683424291917;0.697797466438274;262.899812771382;ICPMS;;;34.1709596462574;ICPMS;;;69.4047484364419;ICPMS;;;9.40102457873561;ICPMS;;;38.6829701629287;ICPMS;;;8.24996056248257;ICPMS;;;2.80119650241007;7.65471608174322;1.07325690156555;5.71721865912441;0.993243915069912;2.44420623033104;0.311027924949209;1.87840011154045;0.260092339561009;5.65906385690953;2.53073656535075;0.275934509819543;;0.137381696211608;1.9128919252679;ICPMS;;;;;;;2.9638895749512;ICPMS;;;1.11015512090188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 168-01;;LOUISVILLE SEAMOUNT CHAIN / KLINGON WR;;-37.5327;-169.307;-37.5327;-169.307;-1925;-1925;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;FRESH;WHOLE ROCK;;;;;;;;;36.4;3.27;;;9.91;;;;;;;;;;;;14.89;;;;14.2;10.17;0.22;;;;1;XRF;;;1.43;0.76;;;;;;;;;;5.19;;;;;;;;;;44.6382538862163;;;;;;;;;;;27.0178905100783;;307.463354271856;ICPMS;;;698.521548125472;ICPMS;;;;75.7955313481493;ICPMS;;;386.54921878106;ICPMS;;;70.7171907923508;147.056116566612;ICPMS;;;19.1306802369499;ICPMS;;;;;19.4767945175526;ICPMS;;;476.868564385958;ICPMS;;;22.894485747227;ICPMS;;;249.921480539101;ICPMS;;;66.4459507812189;ICPMS;;;2.52918140977219;;;;2.03972687154614;0.594337653560212;0.608951367630104;176.283544706397;ICPMS;;;44.4304854291735;ICPMS;;;94.6145588995349;ICPMS;;;11.9107263547092;ICPMS;;;47.8267005923747;ICPMS;;;9.59530672285612;ICPMS;;;3.16508673915636;8.39448495209319;1.1081650300163;5.53583071601797;0.893404365284459;2.04781785472906;0.243928159662863;1.40803085119071;0.185872858108377;5.65969268079354;3.7957698882837;1.31553393233412;;0.071090774460303;2.34139068898342;ICPMS;;;;;;;5.10431161292888;ICPMS;;;1.24121675346877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 168-02;;LOUISVILLE SEAMOUNT CHAIN / KLINGON WR;;-37.5327;-169.307;-37.5327;-169.307;-1925;-1925;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;MODERATELY ALTERED;WHOLE ROCK;;;;;;;;;35.45;3.56;;;10.62;;;;;;;;;;;;15.83;;;;14.25;8.59;0.22;;;;0.74;XRF;;;0.95;1.05;;;;;;;;;;7.18;;;;;;;;;;62.0818555882119;;;;;;;;;;;28.7585066327746;;345.054342680118;ICPMS;;;709.788227817936;ICPMS;;;;72.8982444991659;ICPMS;;;312.875685121932;ICPMS;;;77.3656239574232;195.940138215903;ICPMS;;;19.7491587894193;ICPMS;;;;;14.6695534196521;ICPMS;;;377.519421717372;ICPMS;;;25.8376042576853;ICPMS;;;272.100405115577;ICPMS;;;69.7157836206212;ICPMS;;;2.35104297402494;;;;2.1083803320359;1.57730717292875;0.831427849710064;40.6559377234093;ICPMS;;;50.0839780760982;ICPMS;;;120.25724044801;ICPMS;;;13.3325220430535;ICPMS;;;53.3062197156247;ICPMS;;;10.7209150845977;ICPMS;;;3.52401650329653;9.27213955040114;1.23956851219318;6.21375486535865;0.997900389228692;2.32230137421558;0.277073000238303;1.59560632298038;0.214219397887044;6.1819302565732;4.05763762014457;1.03071951703868;;0.134142715068711;2.72299308920486;ICPMS;;;;;;;5.58124076574788;ICPMS;;;1.50928207164985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 168-03;;LOUISVILLE SEAMOUNT CHAIN / KLINGON WR;;-37.5327;-169.307;-37.5327;-169.307;-1925;-1925;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;FRESH;WHOLE ROCK;;;;;;;;;36.62;3.39;;;10.42;;;;;;;;;;;;15.67;;;;12.88;10.49;0.2;;;;0.86;XRF;;;1.12;0.91;;;;;;;;;;5.67;;;;;;;;;;41.2660011110229;;;;;;;;;;;27.2673160860249;;317.563500912626;ICPMS;;;780.529416316165;ICPMS;;;;80.1663082295056;ICPMS;;;343.08546940719;ICPMS;;;68.9162963256884;172.440342036346;ICPMS;;;21.8617252599;ICPMS;;;;;16.1298043012459;ICPMS;;;415.691929211967;ICPMS;;;25.6915165463059;ICPMS;;;254.302130783271;ICPMS;;;65.4654948019998;ICPMS;;;;;;;2.07496895087691;1.10824585350369;0.685971470518213;104.002769621459;ICPMS;;;49.587818427109;ICPMS;;;105.877771605428;ICPMS;;;13.14097135148;ICPMS;;;53.0386199507976;ICPMS;;;10.5897718435045;ICPMS;;;3.47023611872074;9.18262854946376;1.22453587016903;6.13165542417268;0.997341480834854;2.27583352511705;0.272473692564082;1.5949484961511;0.206848623125149;6.00130289262757;3.95904674232204;;;0.0856117927148639;2.69681136417745;ICPMS;;;;;;;5.95412864058408;ICPMS;;;1.5061851043568;;;;;;;;19.4093034379559;15.6054261503955;;39.0393484393226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;[15670] BEIER C.(2011)  [GeoReM [6233] ];samp. 168-04;;LOUISVILLE SEAMOUNT CHAIN / KLINGON WR;;-37.5327;-169.307;-37.5327;-169.307;-1925;-1925;DREDGE;SUBAQUATIC;VOLCANIC ROCK;FOIDITE;;;;;;;;MODERATELY ALTERED;WHOLE ROCK;;;;;;;;;35.29;3.6;;;11;;;;;;;;;;;;16.14;;;;13.25;6.76;0.48;;;;1.18;XRF;;;0.92;1.53;;;;;;;;;;5.83;;;;;;;;;;44.0388192056906;;;;;;;;;;;32.8390871369295;;365.446188500296;ICPMS;;;869.909199762893;ICPMS;;;;132.286690377396;ICPMS;;;279.300493973523;ICPMS;;;101.189519857736;325.619640387275;ICPMS;;;21.9719027860107;ICPMS;;;;;25.3300409010077;ICPMS;;;474.870223276032;ICPMS;;;34.2444971349536;ICPMS;;;271.729095040506;ICPMS;;;67.9149535664888;ICPMS;;;;;;;2.06476502667457;3.51550444576171;1.29258130804189;112.254649278799;ICPMS;;;56.01845485082;ICPMS;;;119.796356451294;ICPMS;;;14.3292436277416;ICPMS;;;57.9385220312191;ICPMS;;;11.5204030823948;ICPMS;;;3.77915698605019;10.1620174199546;1.35156893894487;6.79743370875321;1.15362386880063;2.6702789962458;0.328588816439439;1.91432677336495;0.261089547520253;6.34849428966607;3.86230420865442;;;0.289395692550879;3.39079905157084;ICPMS;;;;;;;5.85521517486663;ICPMS;;;2.1239506026477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
