Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;TYPE OF MATERIAL;MINERAL / COMPONENT;CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%);NA(WT%);P(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM): altern. values or methods;;;;ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);W(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB(PPB);BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;PO210_RA226_ACT_INI;TH230_TH232_ACT;TH230_U238_ACT;U238_TH232_ACT;D11B(VS NBS951);D18O(VS VSMOW);D34S(VS CDT);D44_40CA(VS SRM915A);D44_42CA(VS SRM915A);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HERCYNITE(MOL%);JACOBSITE(MOL%);KALSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MG-CHROMITE(MOL%);MAGNESIOFERRITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);QUARTZ(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A8;132484;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION;LOCAL ROAD FROM INGENIO TO GUAYADEQUE VALLEY. FIRST LAVA BELOW RED SOIL.;27.9189;-15.4553;27.9189;-15.4553;385;385;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, VESICULAR, AMYGDALOIDAL, MICROCRYSTALLINE;LAVA;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.893E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.26;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A2;132487;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION;TOP OF CRUZ DE LAS VUELTAS HILL;27.9102;-15.531;27.9102;-15.531;960;960;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, VESICULAR, AMYGDALOIDAL, MICROCRYSTALLINE;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.55;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A2;132487;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION;TOP OF CRUZ DE LAS VUELTAS HILL;27.9102;-15.531;27.9102;-15.531;960;960;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, VESICULAR, AMYGDALOIDAL, MICROCRYSTALLINE;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.782;;;;;;;;;;;;3.427E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.53;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A2;132487;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION;TOP OF CRUZ DE LAS VUELTAS HILL;27.9102;-15.531;27.9102;-15.531;960;960;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, VESICULAR, AMYGDALOIDAL, MICROCRYSTALLINE;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.489E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.57;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-32;132488;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION;FOOTPATH TO MESA DE LAS VACAS. SEQUENCE OF LAVAS ASSOCIATED TO BURIED VOLCANOES IN PINOMOCHO AREA;27.9463;-15.5489;27.9463;-15.5489;1580;1580;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, MICROCRYSTALLINE;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.63;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-32;132488;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION;FOOTPATH TO MESA DE LAS VACAS. SEQUENCE OF LAVAS ASSOCIATED TO BURIED VOLCANOES IN PINOMOCHO AREA;27.9463;-15.5489;27.9463;-15.5489;1580;1580;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, MICROCRYSTALLINE;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.072;;;;;;;;;;;;4.898E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.63;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-32;132488;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION;FOOTPATH TO MESA DE LAS VACAS. SEQUENCE OF LAVAS ASSOCIATED TO BURIED VOLCANOES IN PINOMOCHO AREA;27.9463;-15.5489;27.9463;-15.5489;1580;1580;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, MICROCRYSTALLINE;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.904E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.64;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-24;132489;CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE;LAVA ABOVE WATER TUBING, IN LA SUERTE URBANIZATION (AGAETE VALLEY);28.0901;-15.6769;28.0901;-15.6769;180;180;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, MICROCRYSTALLINE;LAVA;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.75;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-24;132489;CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE;LAVA ABOVE WATER TUBING, IN LA SUERTE URBANIZATION (AGAETE VALLEY);28.0901;-15.6769;28.0901;-15.6769;180;180;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, MICROCRYSTALLINE;LAVA;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.828;;;;;;;;;;;;3.894E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.71;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-24;132489;CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE;LAVA ABOVE WATER TUBING, IN LA SUERTE URBANIZATION (AGAETE VALLEY);28.0901;-15.6769;28.0901;-15.6769;180;180;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, MICROCRYSTALLINE;LAVA;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.021E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A3;132495;CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE;FIRST LAVA BELOW RED SOIL, SEVERAL FLOWS BELOW GCR-A2 ON FOOTPATH TO CRUZ DE LAS VUELTAS;27.9123;-15.5284;27.9123;-15.5284;940;940;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, VESICULAR, MICROCRYSTALLINE;LAVA;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A3;132495;CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE;FIRST LAVA BELOW RED SOIL, SEVERAL FLOWS BELOW GCR-A2 ON FOOTPATH TO CRUZ DE LAS VUELTAS;27.9123;-15.5284;27.9123;-15.5284;940;940;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, VESICULAR, MICROCRYSTALLINE;LAVA;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.08;;;;;;;;;;;;6.663E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.55;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A3;132495;CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE;FIRST LAVA BELOW RED SOIL, SEVERAL FLOWS BELOW GCR-A2 ON FOOTPATH TO CRUZ DE LAS VUELTAS;27.9123;-15.5284;27.9123;-15.5284;940;940;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, VESICULAR, MICROCRYSTALLINE;LAVA;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.451E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.44;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A15;;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE;GC-1 MOTORWAY, BESIDE THE EXIT TO EL CARRIZAL;27.9231;-15.3984;27.9231;-15.3984;50;50;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, AMYGDALOIDAL;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A15;;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE;GC-1 MOTORWAY, BESIDE THE EXIT TO EL CARRIZAL;27.9231;-15.3984;27.9231;-15.3984;50;50;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, AMYGDALOIDAL;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.105;;;;;;;;;;;;3.03E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58;K-AR;;;;;
2004;[6975] GUILLOU H. (2004);samp. GCR-A15;;CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE;GC-1 MOTORWAY, BESIDE THE EXIT TO EL CARRIZAL;27.9231;-15.3984;27.9231;-15.3984;50;50;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;INEQUIGRANULAR, PORPHYRITIC, AMYGDALOIDAL;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.092E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;K-AR;;;;;
2002;[7588] BECCALUVA L. (2002);samp. VU29;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;"LAVA FLOW; MELA";;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;41.62;1.7;;;17.16;;;;;;;;;;;;9.2;;;;16.3;4.48;0.23;;;;1.85;XRF;;;3.27;1.3;;;;;;;;;;2.9;;;;;;;;;;;;;;;;;;;;;;;273;XRF;;;7;XRF;;;;;;;;10;XRF;;;;;;;;;;;;;;83;XRF;;;2035;XRF;;;56;XRF;;;335;XRF;;;76;XRF;;;;;;;;;;1855;XRF;;;153;ICPAES;;;283;ICPAES;;;;;;;116;ICPAES;;;19.8;ICPAES;;;4.67;14.9;;9.46;;4.09;;3.21;0.46;;;;;;;;;;;;;;27;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[7588] BECCALUVA L. (2002);samp. VU30;180492;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;"LAVA FLOW; MELA";;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;ICPAES;;;295;ICPAES;;;;;;;118;ICPAES;;;19.4;ICPAES;;;4.46;14.5;;9.23;;3.91;;3.09;0.47;;;;;;;;;;;;;;;;;;;;;;;0.70588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[7588] BECCALUVA L. (2002);samp. EL7;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;"LAVA FLOW; MELA";;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;39.61;1.55;;;16.22;;;;;;;;;;;;8.65;;;;16.69;4.41;0.2;;;;2.01;XRF;;;3.86;1.25;;;;;;;;;;5.54;;;;;;;;;;;;;;;;;;;;;;;302;XRF;;;13;XRF;;;;;;;;11;XRF;;;;;;;;;;;;;;56;XRF;;;2275;XRF;;;45;XRF;;;303;XRF;;;80;XRF;;;;;;;;;;1543;XRF;;;174;ICPAES;;;347;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[7588] BECCALUVA L. (2002);samp. EL21;180494;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;"LAVA FLOW; MELA";;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;ICPAES;;;309;ICPAES;;;;;;;148;ICPAES;;;31;ICPAES;;;7.17;23;;14.7;;5.51;;4.21;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[7588] BECCALUVA L. (2002);samp. PRB-10;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;;;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;45.68;1.15;;;16.99;;;;;;;;;;;;7.9;;;;11.56;4.27;0.18;;;;5.5;XRF;;;4.22;0.94;;;;;;;;;;1.61;;;;;;;;;;;;;;;;;;;;;;;236;XRF;;;8;XRF;;;;;;;;4;XRF;;;;;;;;;;;;;;181;XRF;;;2433;XRF;;;56;XRF;;;424;XRF;;;79;XRF;;;;;;;;;;2647;XRF;;;225;ICPAES;;;459;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[7588] BECCALUVA L. (2002);samp. PRB-20;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;FONTANA GIUMENTARI;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;;;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;47.82;1.1;;;18.04;;;;;;;;;;;;7.17;;;;9.94;3.76;0.17;;;;5.49;XRF;;;4.7;0.92;;;;;;;;;;0.88;;;;;;;;;;;;;;;;;;;;;;;211;XRF;;;7;XRF;;;;;;;;4;XRF;;;;;;;;;;;;;;130;XRF;;;2661;XRF;;;50;XRF;;;443;XRF;;;100;XRF;;;;;;;;;;2481;XRF;;;245;ICPAES;;;473;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[7588] BECCALUVA L. (2002);samp. PRB-23;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;;;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;47.12;1.12;;;18.45;;;;;;;;;;;;5.66;;;;10.98;4.31;0.18;;;;4.74;XRF;;;4.87;1.03;;;;;;;;;;1.54;;;;;;;;;;;;;;;;;;;;;;;250;XRF;;;8;XRF;;;;;;;;16;XRF;;;;;;;;;;;;;;162;XRF;;;2337;XRF;;;50;XRF;;;393;XRF;;;86;XRF;;;;;;;;;;2610;XRF;;;241;ICPAES;;;476;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[7588] BECCALUVA L. (2002);samp. PRB-26;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;;;;PLEISTOCENE;UPPER;;;WHOLE ROCK;;;;;;;;;46.64;1.12;;;18.03;;;;;;;;;;;;5.6;;;;11.12;5.46;0.18;;;;4.81;XRF;;;5.21;1.13;;;;;;;;;;0.68;;;;;;;;;;;;;;;;;;;;;;;244;XRF;;;6;XRF;;;;;;;;16;XRF;;;;;;;;;;;;;;114;XRF;;;2255;XRF;;;47;XRF;;;344;XRF;;;82;XRF;;;;;;;;;;2471;XRF;;;230;ICPAES;;;469;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
