Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%): altern. values or methods,,,,P2O5(WT%),H2O(WT%): altern. values or methods,,,,H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),SI(WT%),AL(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),Y(WT%),LA(WT%),CE(WT%),K(WT%): altern. values or methods,,,,NA(WT%),HE4(CCMSTP/G),LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM),MG(PPM),AL(PPM),SI(PPM),S(PPM),CL(PPM),AR40(CCMSTP/G),AR40(MOL/G),CA(PPM),SC(PPM),TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,MN(PPM),FE(PPM),CO(PPM),NI(PPM): altern. values or methods,,,,CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),RB(PPM): altern. values or methods,,,,SR(PPM): altern. values or methods,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM),MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM): altern. values or methods,,,,I(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),HG(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,TH232_PB204,U235_PB204,U238_PB204,D11B(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),GEIKIELITE(MOL%),HEMATITE(MOL%),ILMENITE(MOL%),LAIHUNITE(MOL%),LARNITE(MOL%),MAGNESIOFERRITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),PYROPHANITE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA),AGE_PB206_U238(MA)
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1383,,,17.9025,,,,,,,,,,,0.949,,,,,,,,,,6.8075,6.9022,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.0254,,,17.7424,,,,,,,,,,,0.924,,,,,,,,,,6.7911,6.7782,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.8367,,,17.7961,,,,,,,,,,,0.8924,,,,,,,,,,6.8202,6.8816,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,69.1501,,,18.4183,,,,,,,,,,,0.8627,,,,,,,,,,6.9636,6.7423,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,69.0015,,,18.1441,,,,,,,,,,,0.8867,,,,,,,,,,6.9579,6.907,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.0699,,,17.2443,,,,,,,,,,,0.8545,,,,,,,,,,6.9059,6.7814,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.9952,,,17.5226,,,,,,,,,,,0.8843,,,,,,,,,,7.018,6.8173,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1908,,,17.9055,,,,,,,,,,,0.8504,,,,,,,,,,6.978,6.7678,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.871,,,17.9679,,,,,,,,,,,0.8786,,,,,,,,,,6.9859,6.8962,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.3148,,,17.6645,,,,,,,,,,,0.94,,,,,,,,,,6.9235,6.7604,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.2981,,,17.7912,,,,,,,,,,,0.9157,,,,,,,,,,6.9033,6.9952,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.8194,,,17.4935,,,,,,,,,,,0.8841,,,,,,,,,,7.0953,6.8318,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1723,,,17.0972,,,,,,,,,,,1.1119,,,,,,,,,,6.9181,6.9634,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.5244,,,17.6719,,,,,,,,,,,0.9863,,,,,,,,,,7.029,7.0111,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.0552,,,17.6453,,,,,,,,,,,0.9082,,,,,,,,,,7.028,6.7211,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.3909,,,17.5793,,,,,,,,,,,0.8381,,,,,,,,,,6.9805,6.7997,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1801,,,17.8238,,,,,,,,,,,0.8267,,,,,,,,,,6.9313,7.0077,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.7437,,,17.8622,,,,,,,,,,,0.8793,,,,,,,,,,7.081,6.9363,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.735,,,17.5782,,,,,,,,,,,0.8285,,,,,,,,,,7.0277,6.7793,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.6674,,,17.9782,,,,,,,,,,,0.8718,,,,,,,,,,6.9626,6.9027,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1293,,,17.7339,,,,,,,,,,,0.996,,,,,,,,,,6.9646,6.721,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
