Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%): altern. values or methods,,,,P2O5(WT%),H2O(WT%): altern. values or methods,,,,H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),SI(WT%),AL(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),Y(WT%),LA(WT%),CE(WT%),K(WT%): altern. values or methods,,,,NA(WT%),HE4(CCMSTP/G),LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM),MG(PPM),AL(PPM),SI(PPM),S(PPM),CL(PPM),AR40(CCMSTP/G),AR40(MOL/G),CA(PPM),SC(PPM),TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,MN(PPM),FE(PPM),CO(PPM),NI(PPM): altern. values or methods,,,,CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),RB(PPM): altern. values or methods,,,,SR(PPM): altern. values or methods,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM),MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM): altern. values or methods,,,,I(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),HG(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,HF176_HF177,TH232_PB204,U235_PB204,U238_PB204,D11B(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,ALBITE(MOL%),ACMITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),GEIKIELITE(MOL%),HEMATITE(MOL%),ILMENITE(MOL%),LAIHUNITE(MOL%),LARNITE(MOL%),MAGNESIOFERRITE(MOL%),MAGNETITE(MOL%),ORTHOCLASE(MOL%),PYROPHANITE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA),AGE_PB206_U238(MA)
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1227,,,17.6313,,,,,,,,,,,0.8954,,,,,,,,,,7.0388,6.9053,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1502,,,17.8253,,,,,,,,,,,0.882,,,,,,,,,,6.9642,6.9994,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.7287,,,17.7455,,,,,,,,,,,0.9363,,,,,,,,,,7.1165,6.8548,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1241,,,18.0162,,,,,,,,,,,0.8172,,,,,,,,,,6.7327,7.0385,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.7875,,,17.7302,,,,,,,,,,,0.8659,,,,,,,,,,6.8894,6.9123,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1523,,,17.8371,,,,,,,,,,,0.8555,,,,,,,,,,6.8967,6.7134,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1436,,,17.8875,,,,,,,,,,,0.8121,,,,,,,,,,6.8642,6.758,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.9074,,,17.8437,,,,,,,,,,,0.839,,,,,,,,,,6.7877,6.7553,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.0599,,,18.0397,,,,,,,,,,,0.8622,,,,,,,,,,6.7994,7.0211,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.222,,,18.1641,,,,,,,,,,,0.8652,,,,,,,,,,6.8132,6.797,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.7822,,,18.2891,,,,,,,,,,,0.8249,,,,,,,,,,6.7092,7.0213,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1929,,,17.9848,,,,,,,,,,,0.8113,,,,,,,,,,6.7982,7.1301,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1551,,,18.1252,,,,,,,,,,,0.862,,,,,,,,,,6.7655,6.9596,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.5034,,,18.1675,,,,,,,,,,,1.0021,,,,,,,,,,6.8153,6.9516,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.8672,,,18.5174,,,,,,,,,,,0.8671,,,,,,,,,,6.7813,7.0616,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,69.1295,,,18.3213,,,,,,,,,,,0.9738,,,,,,,,,,6.8875,6.8995,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.0813,,,18.1258,,,,,,,,,,,0.8142,,,,,,,,,,6.8111,6.7559,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.1585,,,17.8752,,,,,,,,,,,0.9611,,,,,,,,,,6.8578,6.9802,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,68.0499,,,17.7338,,,,,,,,,,,0.9099,,,,,,,,,,6.7628,6.9067,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.6926,,,18.0047,,,,,,,,,,,0.9007,,,,,,,,,,6.8049,6.8686,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 , [20983] GLEESON M. L. M.(2017)  [GeoReM [10285] ],samp. 30-01-LNE,480168,EAST AFRICAN RIFT / ETHIOPIAN RIFT / MAIN ETHIOPIAN RIFT / ALUTO,,7.81176,38.7936,7.81176,38.7936,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,PANTELLERITIC RHYOLITE,PORPHYRITIC,OBSIDIAN; ORIGINALLY REPORTED AS PANTELLERITE,,,QUATERNARY,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,PHENOCRYST,,PRIMARY,,,,,,,67.7091,,,17.8362,,,,,,,,,,,0.8661,,,,,,,,,,6.9156,6.6746,EMP (EPMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
