Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),HFO2(WT%),THO2(WT%),UO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),GD2O3(WT%),DY2O3(WT%),ER2O3(WT%),YB2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),TA2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),PBO(WT%),NIO(WT%),ZNO(WT%),RB2O(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),S(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM): altern. values or methods,,,,MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),AR39(MOL/G),AR40(AT/G): altern. values or methods,,,,AR40(CCMSTP/G),AR40(MOL/G): altern. values or methods,,,,SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,CU(PPM): altern. values or methods,,,,ZN(PPM): altern. values or methods,,,,GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB207_PB206,PB208_PB204,PB208_PB204_INI,AR36_AR39,AR37_AR39,AR37_AR40,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D14C(PER MIL),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D26MG(PER MIL),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D56FE(VS IRMM-014),DD(VS SMOW),ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),ILMENITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(A),AGE(KA): altern. values or methods,,,,AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA),AGE_PB208_TH232(MA)
2012, [15775] CUBUKCU H. E. (2012),samp. N-035,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,74.806912191582,0.13423148148148,,,,,12.453634894992,,,,,,,,,,,,,,2.2659045725646,,,,0.28862416107382,0.033196428571429,0.052321739130435,,,,,,,4.5563953488372,5.1243092105263,0.012083333333333,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-051,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,73.852706682397,0.14434670422535,,,,,12.679356857611,,,,,,,,,,,,,,2.3596191628845,,,,0.30955970088375,0.031961560538117,0.053604238410596,,,,,,,4.4996707865168,5.3601386885246,0.021065714285714,,,,,,,,,,0.53946053946052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.3,MS,,,,,,,,,,,119,MS,,,29.82,MS,,,2.116,,,194.6,MS,,,,,1.677,MS,,,,,99.45,MS,,,691.4,MS,,,54.62,MS,,,,,,,,,,8.076,13.09,MS,,,68.88,MS,,,141.6,MS,,,16.63,61,MS,,,,,13.74,MS,,,0.313,13.61,2.465,15.84,3.311,9.947,1.598,10.74,1.625,16.61,5.962,,,27.0816,MS,,,,26.21,MS,,,9.168,MS,,,0.512759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-063,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,73.899925898481,0.1318380952381,,,,,12.333924611973,,,,,,,,,,,,,,2.2072448979592,,,,0.25434156378601,0.038186788154897,0.050062222222222,,,,,,,5.1129770992366,5.1377464788732,0.014209401709402,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-065,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,74.109,0.14,,,,,12.422,,,,,,,,,,,,,,2.271,,,,0.283,0,0.051,,,,,,,4.453,4.927,0,,,,,,,,,,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MS,,,0,MS,,,9.226,MS,,,3.113,MS,,,0,MS,,,137.9,MS,,,31.57,MS,,,2.31,,,211.5,MS,,,,,0,MS,,,,,107.2,MS,,,694.9,MS,,,57.77,MS,,,,,,,,,,8.88,11.14,MS,,,72.1,MS,,,149.7,MS,,,17.14,63.5,MS,,,,,14.53,MS,,,0.318,14.44,2.638,17.01,3.544,10.74,1.684,11.69,1.769,17.86,5.066,,,27.8058,MS,,,,27.18,MS,,,9.458,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-131,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,73.612,0.13,,,,,12.332,,,,,,,,,,,,,,2.232,,,,0.271,0,0.049,,,,,,,4.474,4.938,0,,,,,,,,,,1.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MS,,,0,MS,,,24.92,MS,,,0,MS,,,0,MS,,,130.3,MS,,,31.1,MS,,,2.157,,,202.2,MS,,,,,0,MS,,,,,102.7,MS,,,577,MS,,,55.68,MS,,,,,,,,,,8.562,12.12,MS,,,70.18,MS,,,145.3,MS,,,16.63,61.74,MS,,,,,13.92,MS,,,0.299,14.03,2.584,16.66,3.476,10.45,1.654,11.25,1.732,17.59,5.088,,,27.6207,MS,,,,26.84,MS,,,9.421,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-146,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,73.403838511561,0.12782727272727,,,,,12.656963239211,,,,,,,,,,,,,,1.9133464180569,,,,0.31507863695937,0.051753303964758,0.042577586206897,,,,,,,4.6088888888889,4.9898051948052,0.023107569721115,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-254,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,74.45,0.16,,,,,12.404,,,,,,,,,,,,,,2.414,,,,0.344,0.066,0.05,,,,,,,4.472,4.957,0,,,,,,,,,,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.553,MS,,,12.72,MS,,,8.188,MS,,,6.367,MS,,,0,MS,,,128.7,MS,,,30.71,MS,,,2.191,,,200.1,MS,,,,,4.271,MS,,,,,103,MS,,,694,MS,,,56.2,MS,,,,,,,,,,8.444,9.523,MS,,,66.4,MS,,,137.2,MS,,,16.44,59.71,MS,,,,,13.75,MS,,,0.289,14.03,2.571,16.78,3.461,10.48,1.639,11.34,1.693,18.07,4.962,,,26.9643,MS,,,,26.11,MS,,,9.139,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-255,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,74.02222279671,0.16200252336449,,,,,12.568170114441,,,,,,,,,,,,,,2.4705461306533,,,,0.32843091891892,0.073999964365256,0.05445,,,,,,,4.40895,5.2131529411765,0.0240084,,,,,,,,,,0.58929284858175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-305,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,PUMICE; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,74.039858490566,0.13407511737089,,,,,12.311868852459,,,,,,,,,,,,,,2.2599092284418,,,,0.22590631364562,0.01543687150838,0.050769230769231,,,,,,,4.3470752089137,5.0044698205547,0.018245967741936,,,,,,,,,,1.9273017775116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.041,MS,,,68.26,MS,,,3.125,MS,,,,,,,114.1,MS,,,27.37,MS,,,2.003,,,185.1,MS,,,,,2.02,MS,,,,,94.79,MS,,,660.8,MS,,,51.6,MS,,,,,,,,,,7.984,11.09,MS,,,64.26,MS,,,132.9,MS,,,15.7,57.78,MS,,,,,13.17,MS,,,0.281,13.31,2.413,15.6,3.279,9.848,1.561,10.68,1.611,16.54,5.09,,,26.7523,MS,,,,25.99,MS,,,9.076,MS,,,0.512766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-305,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,PUMICE; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GROUNDMASS,,,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.686,AAS,,,,,,,,,,,,,,,,,,,,,,,,6.11E-14,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,K-AR,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-305,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,PUMICE; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GROUNDMASS,,,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.686,AAS,,,,,,,,,,,,,,,,,,,,,,,,4.04E-14,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,K-AR,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-051,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GROUNDMASS,,,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.873,AAS,,,,,,,,,,,,,,,,,,,,,,,,7.9E-14,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,K-AR,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-051,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GROUNDMASS,,,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.873,AAS,,,,,,,,,,,,,,,,,,,,,,,,1.005E-13,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,K-AR,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-149,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GROUNDMASS,,,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.868,AAS,,,,,,,,,,,,,,,,,,,,,,,,1.0586E-12,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,K-AR,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-149,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),GROUNDMASS,,,,PRIMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.868,AAS,,,,,,,,,,,,,,,,,,,,,,,,1.0719E-12,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,K-AR,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-194,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,CORE,PRIMARY,,,,,,66.93,,,,,,19.01,,,,,,,,,,,,,,,,0.31,,0.1,0,,,,,,,,6.19,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.39,0.5,,,,,,,35.11,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-146,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,CORE,PRIMARY,,,,,,67.57,,,,,,19.2,,,,,,,,,,,,,,,,0.17,,0.19,0,,,,,,,,6.47,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33,0.89,,,,,,,36.78,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-254,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,CORE,PRIMARY,,,,,,66.94,,,,,,18.46,,,,,,,,,,,,,,,,0.17,,0.12,0.01,,,,,,,,5.99,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.23,0.57,,,,,,,33.21,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-254,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),(AL)KALIFELDSPAR,,,RIM,PRIMARY,,,,,,67.77,,,,,,18.79,,,,,,,,,,,,,,,,0.23,,0.11,0,,,,,,,,6.37,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.36,0.51,,,,,,,35.13,,,,,,,,,,,,,,,,,,,,
