Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),HFO2(WT%),THO2(WT%),UO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),GD2O3(WT%),DY2O3(WT%),ER2O3(WT%),YB2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),TA2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),PBO(WT%),NIO(WT%),ZNO(WT%),RB2O(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),S(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM): altern. values or methods,,,,MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),AR39(MOL/G),AR40(AT/G): altern. values or methods,,,,AR40(CCMSTP/G),AR40(MOL/G): altern. values or methods,,,,SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,CU(PPM): altern. values or methods,,,,ZN(PPM): altern. values or methods,,,,GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB207_PB206,PB208_PB204,PB208_PB204_INI,AR36_AR39,AR37_AR39,AR37_AR40,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D14C(PER MIL),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D26MG(PER MIL),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D56FE(VS IRMM-014),DD(VS SMOW),ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),ILMENITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(A),AGE(KA): altern. values or methods,,,,AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA),AGE_PB208_TH232(MA)
2001, [15367] LITVINOVSKY B. A. (2001),samp. B440,298982,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / SARANKA (SARANSKII)VOLCANIC FIELD / TSAGAN-KHURTEI VOLCANIC SUITE,TSAGAN-KHURTEI RIDGE,51.58,111.17,51.58,111.17,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,TRIASSIC,UPPER,,,,INCLUSION,,,,,,GLASS INCLUSION,,,False,,75.4,0.3,,,,,9.75,,,,,,,,,,,,,,,,4.51,,0.11,,0.2,,,,,,,4.24,4.39,,0.4,,,,0.85,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,SIMS,,,,,238,SIMS,,,177,SIMS,,,131,SIMS,,,,,,,,,,,22.9,SIMS,,,182.5,SIMS,,,406.5,SIMS,,,,142.2,SIMS,,,,,30.3,SIMS,,,3.01,,,42.8,,28.3,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001, [15367] LITVINOVSKY B. A. (2001),samp. B444,298983,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / SARANKA (SARANSKII)VOLCANIC FIELD / TSAGAN-KHURTEI VOLCANIC SUITE,TSAGAN-KHURTEI RIDGE,51.58,111.17,51.58,111.17,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,TRIASSIC,UPPER,,,,INCLUSION,,,,,,GLASS INCLUSION,,,True,960,71.86,0.29,,,,,10.35,,,,,,,,,,,,,,,,5.49,,0.14,,0.22,,,,,,,4.67,6.25,,0.02,,,,0.51,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,SIMS,,,,,152,SIMS,,,1832,SIMS,,,73,SIMS,,,,,,,,,,,18.9,SIMS,,,180.8,SIMS,,,363.2,SIMS,,,,,,,,,,26.9,SIMS,,,2.14,,,28.1,,16.4,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001, [15367] LITVINOVSKY B. A. (2001),samp. B444,298983,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / SARANKA (SARANSKII)VOLCANIC FIELD / TSAGAN-KHURTEI VOLCANIC SUITE,TSAGAN-KHURTEI RIDGE,51.58,111.17,51.58,111.17,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,TRIASSIC,UPPER,,,,INCLUSION,,,,,,GLASS INCLUSION,,,False,,73.7,0.19,,,,,9.77,,,,,,,,,,,,,,,,3.09,,0.17,,0.11,,,,,,,3.56,2.12,,2.35,,,,0.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,SIMS,,,,,138,SIMS,,,1569,SIMS,,,94,SIMS,,,,,,,,,,,9.48,SIMS,,,83.7,SIMS,,,183.8,SIMS,,,,,,,,,,16.1,SIMS,,,0.94,,,22.9,,13.8,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002, [15416] VORONTSOV A. A. (2002),samp. TSH11/1,,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / BAIKAL RIFT / DZHIDA VOLCANIC FIELD / TASHIR,DZHIDA RIVER BASIN,50.45,103.6,50.45,103.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,132000000,153000000,MESOZOIC,,,,,WHOLE ROCK,,,,,,,,,,,68.23,0.41,,,,,15.41,,,,,,,,,,,,,,,3.07,,,0.42,0.24,0.12,,,,,,,5.22,6.15,0.05,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,XRF,,,,,,,8,XRF,,,,,,,,,,,,,,,,,,260,AES,,,,,22,XRF,,,,,,,,,1090,XRF,,,140,XRF,,,,,,,6.9,,,,35,XRF,,,119.6,INAA,,,226.4,INAA,,,,79,INAA,,,,,19.24,INAA,,,2.17,,2.24,,,,,6.2,0.74,27.1,4.18,,,57,INAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011, [15510] THORARINSSON S. B. (2011),samp. 122165,,HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP,KAP KANE,83.43,-39.92,83.43,-39.92,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,61000000,71000000,PHANEROZOIC,,,,,WHOLE ROCK,,,,,,,,,,,71.166534877636,0.32655767992272,,,,,13.016228505877,,,,,,,,,,,,,,4.987517448881,,,,0.18731989615199,0.14825317984222,0.14825317984222,,,,,,,3.8155159595878,5.6997337385284,0.050085533730478,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2615329918391,XRF,7.2397659857842,ICPMS,,3.7950621067025,XRF,1.1815476396004,ICPMS,0,XRF,1.9360443002776,ICPMS,0,XRF,1.0471537446925,ICPMS,3.2790925547876,XRF,3.8617580419054,ICPMS,12.001800923681,XRF,33.430675542849,ICPMS,93.257088599792,XRF,79.912824171395,ICPMS,30.087142575797,XRF,31.244720041158,ICPMS,,,,153,TIMS_ID,154.90349513981,XRF,153.31042968288,ICPMS,26.9,TIMS_ID,27.218921190301,XRF,26.898046697419,ICPMS,56.323069536721,XRF,55.195083541304,ICPMS,1014.2369328103,XRF,965.44919951738,ICPMS,354.52855132739,XRF,343.47758646776,ICPMS,,,,,,,,0.64458813307649,30.410640840527,XRF,29.797327260612,ICPMS,158.17438593654,XRF,165.70161436861,ICPMS,294.00642544562,XRF,295.84486049905,ICPMS,28.389877177515,83.4,TIMS_ID,82.721466057386,XRF,83.447726084609,ICPMS,13.1,TIMS_ID,13.128053679373,ICPMS,0.71419110356558,10.348591738034,1.7368370425198,10.166216066903,2.0820834846236,6.053156615357,0.9942142011379,6.4994773575057,0.9834926744656,21.539400442116,17.88679500991,,,18.557185406803,XRF,14.799235306114,ICPMS,,52.354829680949,XRF,51.435772214197,ICPMS,6.0591956802063,ICPMS,,,,,,0.71925,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011, [15510] THORARINSSON S. B. (2011),samp. 122165_LEACHED,,HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP,KAP KANE,83.43,-39.92,83.43,-39.92,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,61000000,71000000,PHANEROZOIC,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1995781085199,ICPMS,,,,0.29887965968058,ICPMS,,,0.56933824742835,ICPMS,,,0.39622641509434,ICPMS,,,0.15071153233052,ICPMS,,,2.3018867924528,ICPMS,,,58.433063791554,ICPMS,,,31.431266846361,ICPMS,,,,,,154,TIMS_ID,153.5925560211,ICPMS,,,24.3,TIMS_ID,24.323450134771,ICPMS,,,57.578511878644,ICPMS,,,967.29378238812,ICPMS,,,350.57018453245,ICPMS,,,,,,,,,,0.59658580413297,30.310068628013,ICPMS,,,131.83718113989,ICPMS,,,253.3432165319,ICPMS,,,23.368455443927,69.7,TIMS_ID,69.718606029325,ICPMS,,,11.8,TIMS_ID,11.825895976839,ICPMS,0.6279749956988,10.203446220633,1.7846503050078,10.232502704586,2.178296895278,6.1739253794864,1.0447355774253,6.7405410801637,1.0250755533774,21.273540862886,18.672955974843,,,16,TIMS_ID,16.298488222196,ICPMS,,49,TIMS_ID,49.435173687877,ICPMS,6,TIMS_ID,5.5441618813235,ICPMS,0.5128,,0.1026,0.72357,,18.3,18.572,,15.527,,,39.189,,,,,,,,,,,,,201,,,0.16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-092,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,72.936,0.247,,,,,10.889,,,,,,,,,,,,,,4.591,,,,0.252,0,0.101,,,,,,,4.389,5.448,0,,,,,,,,,,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MS,,,0,MS,,,14.33,MS,,,0,MS,,,3.575,MS,,,218.9,MS,,,35.87,MS,,,2.564,,,243.2,MS,,,,,0,MS,,,,,135.3,MS,,,1366,MS,,,73.56,MS,,,,,,,,,,9.603,0,MS,,,109.5,MS,,,229.9,MS,,,27.13,100.8,MS,,,,,21.92,MS,,,0.848,20.73,3.625,22.52,4.617,13.78,2.117,14.64,2.23,28.86,6.077,,,34.9385,MS,,,,34.14,MS,,,11.1,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-135,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,71.266,0.289,,,,,12.123,,,,,,,,,,,,,,4.51,,,,0.325,0,0.102,,,,,,,4.654,5.178,0,,,,,,,,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MS,,,0,MS,,,13.79,MS,,,0,MS,,,0,MS,,,173,MS,,,34.89,MS,,,2.535,,,220.3,MS,,,,,1.963,MS,,,,,111.9,MS,,,1057,MS,,,66.78,MS,,,,,,,,,,2.241,5.971,MS,,,118.5,MS,,,178.9,MS,,,28.16,104,MS,,,,,21.18,MS,,,1.133,19.04,3.245,19.8,3.916,11.56,1.812,12.61,2.007,26.63,5.411,,,26.2749,MS,,,,31.02,MS,,,7.471,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-149,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,72.189,0.232,,,,,12.088,,,,,,,,,,,,,,3.786,,,,0.278,0,0.096,,,,,,,4.512,5.098,0.021,,,,,,,,,,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MS,,,0,MS,,,18.73,MS,,,0,MS,,,0,MS,,,167.1,MS,,,35.65,MS,,,2.355,,,191.3,MS,,,,,0,MS,,,,,74,MS,,,1031,MS,,,58.95,MS,,,,,,,,,,1.627,0,MS,,,54.02,MS,,,158.1,MS,,,14.76,57.59,MS,,,,,12.55,MS,,,0.403,11.65,2.006,12.82,2.631,8.114,1.351,9.972,1.657,24.93,4.687,,,25.5093,MS,,,,24.59,MS,,,2.763,MS,,,0.512658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-172,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,72.481,0.282,,,,,11.715,,,,,,,,,,,,,,4.424,,,,0.349,0,0.105,,,,,,,4.62,5.455,0.018,,,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MS,,,7.943,MS,,,10.93,MS,,,4.079,MS,,,0,MS,,,176.6,MS,,,31.84,MS,,,2.384,,,188.5,MS,,,,,0,MS,,,,,107.2,MS,,,1008,MS,,,49.65,MS,,,,,,,,,,6.885,4.842,MS,,,90.01,MS,,,183.6,MS,,,21.99,83.87,MS,,,,,18.08,MS,,,1.325,17.19,2.952,18.5,3.769,10.96,1.675,11.19,1.695,22.05,4.164,,,28.1628,MS,,,,25.17,MS,,,7.699,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-178,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,72.458724710983,0.22295454545454,,,,,12.134256792754,,,,,,,,,,,,,,3.636310107949,,,,0.34464613368283,0.056114537444934,0.081456896551724,,,,,,,4.7033333333333,5.5819805194805,0.021314741035857,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-194,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,72.483080106268,0.2346552,,,,,11.987320041973,,,,,,,,,,,,,,3.9499672131147,,,,0.31402514851485,0.014847833698031,0.09108,,,,,,,4.5850777479893,5.7240911764706,0.01534509202454,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-224,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,72.434195105136,0.25189075630252,,,,,11.07313253012,,,,,,,,,,,,,,4.4823744292237,,,,0.25796992481203,0,0.10160642570281,,,,,,,4.5709183673469,5.6909365558912,0.010728346456693,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-227,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / PRE-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,73.66,0.224,,,,,12.302,,,,,,,,,,,,,,3.676,,,,0.338,0,0.083,,,,,,,4.615,5.061,0,,,,,,,,,,0.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MS,,,7.838,MS,,,13.97,MS,,,4.597,MS,,,3.251,MS,,,161.4,MS,,,33.76,MS,,,2.39,,,219.1,MS,,,,,2.58,MS,,,,,105.2,MS,,,1145,MS,,,60.57,MS,,,,,,,,,,2.659,6.251,MS,,,88.75,MS,,,210.6,MS,,,23.16,86.46,MS,,,,,18.75,MS,,,0.537,18.02,3.117,19.78,4.037,11.95,1.872,13,1.951,24.76,5.006,,,31.7586,MS,,,,30.46,MS,,,4.267,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-014,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,67.353729200101,0.8175,,,,,13.320359967276,,,,,,,,,,,,,,5.3513867876954,,,,2.5109589041096,1.6226244343891,0.093964444444444,,,,,,,3.5558739255014,4.856902800659,0.11885245901639,,,,,,,,,,0.16989806116326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.82,MS,,,15.92,MS,,,279.3,MS,,,13.88,MS,,,13.7,MS,,,128.1,MS,,,29.44,MS,,,2.022,,,158,MS,,,,,100.4,MS,,,,,90.73,MS,,,674.7,MS,,,47.99,MS,,,,,,,,,,6.662,27.34,MS,,,61.08,MS,,,126.6,MS,,,15.12,56.25,MS,,,,,12.84,MS,,,0.744,12.77,2.277,14.5,3.001,9.027,1.421,9.574,1.475,14.96,6.042,,,21.8089,MS,,,,21.6,MS,,,7.439,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012, [15775] CUBUKCU H. E. (2012),samp. N-032,,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT / POST-CALDERA STAGE,,38.67,42.2,38.67,42.2,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,LAVA; ORIGINALLY REPORTED AS COMENDITE,,,QUATERNARY,,,,,WHOLE ROCK,,,,,,,,,,,74.585505532562,0.1367641509434,,,,,12.517698391055,,,,,,,,,,,,,,2.2305597579425,,,,0.23178082191781,0.0087303167420815,0.048888888888889,,,,,,,4.4131805157593,5.1426029654036,0.01905737704918,,,,,,,,,,0.47947258016195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
